SECCION ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,PES,"PAN, PRD Y MC",PAN Y PRD,PAN Y MC,PRD Y MC,NUMERO DE VOTOS VALIDOS,NUMERO DE VOTOS NULOS,TOTAL DE VOTOS,LISTA NOMINAL,% PARTICIPACION CIUDADANA,DISTRITO F,DISTRITO L
832,JALPA DE MENDEZ,8,44,93,39,9,20,13,270,,1,1,0,1,502,15,517,643,80.4043,5,17
832,JALPA DE MENDEZ,7,43,72,58,11,7,3,276,,0,0,0,0,478,17,495,642,77.1028,5,17
833,JALPA DE MENDEZ,4,66,93,36,9,8,2,250,,2,0,0,2,476,16,492,663,74.2081,5,17
833,JALPA DE MENDEZ,4,56,74,26,7,3,6,295,,0,0,0,0,472,16,488,662,73.716,5,17
834,JALPA DE MENDEZ,3,33,123,10,22,13,5,218,,1,0,0,0,428,0,428,618,69.2556,5,17
834,JALPA DE MENDEZ,5,32,164,8,26,9,3,194,,1,0,0,1,445,18,463,618,74.919,5,17
834,JALPA DE MENDEZ,0,37,90,12,16,3,17,241,,2,1,0,0,422,30,452,617,73.2576,5,17
835,JALPA DE MENDEZ,7,24,63,71,3,5,3,159,,1,0,0,0,336,12,348,435,80,5,17
835,JALPA DE MENDEZ,2,32,57,64,0,6,1,168,,0,3,0,0,333,10,343,435,78.8505,5,17
836,JALPA DE MENDEZ,8,68,75,17,6,8,3,309,,3,0,0,2,502,0,506,641,78.9391,5,17
836,JALPA DE MENDEZ,4,50,47,74,8,3,14,281,,0,0,0,0,481,26,510,641,79.5631,5,17
836,JALPA DE MENDEZ,12,30,68,59,8,0,5,274,,0,2,0,0,470,11,481,641,75.039,5,17
837,JALPA DE MENDEZ,6,11,56,78,8,5,5,254,,0,0,0,0,429,22,451,512,88.0859,5,17
838,JALPA DE MENDEZ,6,42,50,83,11,4,13,308,,0,0,2,0,536,22,558,716,77.9329,5,17
838,JALPA DE MENDEZ,4,53,43,58,15,5,6,291,,0,0,0,0,475,23,498,716,69.553,5,17
838,JALPA DE MENDEZ,8,48,41,68,9,4,11,325,,0,0,0,0,516,14,530,716,74.0223,5,17
839,JALPA DE MENDEZ,4,36,45,90,3,7,26,286,,0,0,0,1,505,14,519,643,80.7153,5,17
839,JALPA DE MENDEZ,5,69,28,102,5,3,10,253,,2,0,0,1,483,20,503,643,78.227,5,17
839,JALPA DE MENDEZ,3,52,27,94,13,1,13,242,,0,1,0,0,452,18,470,643,73.0948,5,17
840,JALPA DE MENDEZ,2,28,55,54,9,12,7,289,,1,0,0,0,497,22,519,606,85.6435,5,17
840,JALPA DE MENDEZ,7,53,58,37,9,2,7,287,,1,0,0,0,482,16,498,606,82.1782,5,17
840,JALPA DE MENDEZ,4,31,56,32,8,6,8,295,,1,0,0,0,463,21,484,606,79.8679,5,17
841,JALPA DE MENDEZ,3,37,58,46,6,3,3,281,,1,10,0,0,448,27,475,575,82.6086,5,17
841,JALPA DE MENDEZ,4,43,44,56,4,9,4,267,,2,1,0,2,452,19,471,575,81.913,5,17
841,JALPA DE MENDEZ,2,35,52,41,9,7,6,298,,1,0,0,2,478,15,493,574,85.8885,5,17
841,JALPA DE MENDEZ,10,40,61,54,4,7,8,247,,1,0,0,0,449,15,464,574,80.8362,5,17
842,JALPA DE MENDEZ,6,50,49,44,10,6,0,269,,0,2,0,0,438,31,469,604,77.649,5,17
842,JALPA DE MENDEZ,3,46,50,79,12,5,5,231,,0,1,0,0,434,34,468,604,77.4834,5,17
842,JALPA DE MENDEZ,3,42,44,55,14,6,8,274,,1,0,0,1,450,25,475,604,78.6423,5,17
842,JALPA DE MENDEZ,6,27,41,59,10,4,6,295,,0,0,0,2,458,13,471,604,77.9801,5,17
843,JALPA DE MENDEZ,6,54,73,46,9,9,5,269,,0,1,0,3,491,28,519,642,80.8411,5,17
843,JALPA DE MENDEZ,6,76,85,62,2,9,7,216,,1,0,0,0,474,20,494,642,76.947,5,17
844,JALPA DE MENDEZ,9,37,79,63,10,12,8,292,,8,2,0,0,523,26,549,739,74.2895,5,17
844,JALPA DE MENDEZ,4,51,92,65,12,7,3,276,,4,1,1,0,518,25,543,738,73.5772,5,17
845,JALPA DE MENDEZ,2,34,14,57,2,5,3,295,,1,0,0,0,417,14,431,540,79.8148,5,17
845,JALPA DE MENDEZ,0,25,27,60,4,1,2,308,,0,1,1,0,434,25,459,540,85,5,17
845,JALPA DE MENDEZ,3,19,47,64,6,3,4,252,,1,0,0,0,403,24,427,540,79.074,5,17
846,JONUTA,6,44,149,29,4,3,62,166,2,3,0,0,0,468,26,494,611,80.851,1,15
846,JONUTA,4,48,153,24,4,4,65,186,0,2,0,0,0,490,10,501,611,81.9967,1,15
846,JONUTA,2,65,132,24,4,3,54,213,0,0,0,0,2,499,19,518,611,84.779,1,15
847,JONUTA,10,56,122,37,1,4,47,238,1,3,0,0,2,521,2,523,735,71.1564,1,15
847,JONUTA,7,58,173,22,2,7,68,247,3,1,1,0,0,589,27,616,734,83.9237,1,15
847,JONUTA,2,3,41,6,0,4,13,54,0,0,0,0,0,123,4,127,,,1,15
847,JONUTA,1,15,7,8,1,0,3,97,1,,,,,133,6,139,,,1,15
848,JONUTA,7,70,124,31,2,4,49,185,3,0,0,0,0,475,16,491,595,82.521,1,15
848,JONUTA,12,37,126,46,4,2,52,197,2,4,0,0,1,483,25,509,595,85.5462,1,15
849,JONUTA,4,55,121,13,3,8,32,208,2,1,0,0,1,448,19,467,553,84.4484,1,15
849,JONUTA,5,35,107,39,3,5,38,190,1,1,0,0,1,425,31,456,552,82.6086,1,15
850,JONUTA,2,78,142,4,1,6,51,72,2,1,0,0,0,359,16,375,445,84.2696,1,15
851,JONUTA,5,62,116,15,3,1,38,67,0,1,0,0,0,308,16,324,397,81.612,1,15
851,JONUTA,4,50,159,10,5,0,34,63,1,0,0,0,0,326,15,341,397,85.8942,1,15
852,JONUTA,6,8,80,6,0,6,72,82,5,2,0,0,0,267,13,280,316,88.6075,1,15
852,JONUTA,2,4,92,15,1,4,45,112,3,0,0,0,0,278,0,286,318,89.9371,1,15
853,JONUTA,3,15,185,14,7,7,114,212,3,0,0,0,0,560,12,572,647,88.408,1,15
854,JONUTA,1,3,52,1,1,1,30,47,1,2,0,0,1,140,6,146,160,91.25,1,15
855,JONUTA,3,6,99,3,3,2,34,130,0,3,0,0,1,284,18,302,338,89.3491,1,15
856,JONUTA,0,4,148,0,0,0,26,76,1,0,0,0,0,255,8,263,308,85.3896,1,15
857,JONUTA,6,20,212,8,6,9,101,204,2,2,2,1,1,574,42,616,708,87.0056,1,15
858,JONUTA,4,16,185,14,2,3,69,158,2,1,0,0,0,454,22,476,557,85.4578,1,15
858,JONUTA,2,28,123,3,2,2,37,100,1,1,0,0,0,299,20,319,412,77.4271,1,15
859,JONUTA,3,7,144,0,1,3,58,146,2,0,1,0,0,365,26,391,484,80.7851,1,15
859,JONUTA,2,14,161,3,10,11,66,209,7,0,0,0,0,483,30,513,643,79.7822,1,15
860,JONUTA,6,25,127,1,2,3,45,149,5,1,0,0,0,364,8,372,430,86.5116,1,15
860,JONUTA,9,22,130,5,0,0,27,165,0,0,3,0,1,362,17,379,429,88.3449,1,15
861,JONUTA,9,36,159,4,1,9,50,362,4,0,1,0,1,636,0,636,647,98.2998,1,15
861,JONUTA,0,19,180,2,5,7,48,264,5,0,0,0,0,530,18,548,647,84.6986,1,15
862,JONUTA,6,28,109,4,3,6,49,127,6,0,2,0,2,342,29,371,417,88.9688,1,15
862,JONUTA,2,6,61,1,6,3,10,86,0,1,0,0,1,177,26,203,224,90.625,1,15
863,JONUTA,2,25,135,2,3,5,42,176,3,0,1,0,0,394,23,417,492,84.756,1,15
863,JONUTA,2,18,119,5,5,5,42,199,0,0,1,0,0,396,34,430,491,87.5763,1,15
863,JONUTA,0,13,42,0,4,2,18,112,1,0,1,0,0,193,17,210,267,78.6516,1,15
864,JONUTA,5,10,79,1,0,2,28,170,3,3,0,0,2,303,18,321,368,87.2282,1,15
865,JONUTA,3,35,111,4,1,5,26,194,1,1,0,0,0,381,8,389,459,84.7494,1,15
865,JONUTA,1,41,105,6,4,5,31,179,0,0,0,0,0,372,17,389,459,84.7494,1,15
866,JONUTA,1,15,150,1,5,6,66,151,2,2,0,0,0,399,38,437,501,87.2255,1,15
867,JONUTA,1,5,179,4,1,4,49,179,7,0,1,0,0,430,28,458,575,79.6521,1,15
868,JONUTA,5,8,167,8,1,5,47,170,4,0,0,0,0,415,29,444,519,85.5491,1,15
868,JONUTA,4,9,147,6,5,2,44,184,10,0,0,0,0,411,12,423,518,81.6602,1,15
868,JONUTA,6,8,130,9,2,4,42,211,11,0,0,0,0,423,10,433,518,83.5907,1,15
869,JONUTA,2,20,137,3,1,4,56,246,0,1,0,0,0,470,40,510,604,84.437,1,15
869,JONUTA,3,17,140,2,4,5,49,270,2,4,0,0,0,496,23,519,603,86.0696,1,15
870,JONUTA,0,17,102,7,5,7,56,187,1,0,0,0,1,383,28,411,557,73.7881,1,15
870,JONUTA,2,56,100,1,3,4,51,192,1,1,0,0,1,412,25,437,557,78.456,1,15
871,JONUTA,0,64,77,12,6,3,35,149,3,0,0,0,0,349,16,365,419,87.1121,1,15
871,JONUTA,3,34,58,17,1,0,39,181,3,0,0,0,0,336,26,362,419,86.3961,1,15
872,MACUSPANA,4,37,25,33,11,4,3,89,6,0,0,0,0,216,13,229,701,32.6676,1,18
872,MACUSPANA,1,44,28,39,12,5,2,263,7,0,0,0,1,423,18,441,701,62.9101,1,18
872,MACUSPANA,3,39,23,39,16,5,4,270,10,1,0,0,0,428,16,444,701,63.338,1,18
873,MACUSPANA,6,64,31,32,12,6,2,224,11,2,0,0,0,425,24,449,616,72.8896,1,18
873,MACUSPANA,8,73,25,35,10,6,5,235,7,3,0,0,0,434,25,459,615,74.6341,1,18
874,MACUSPANA,11,4,24,42,9,7,6,275,3,0,0,0,0,403,15,418,668,62.5748,1,18
874,MACUSPANA,7,87,20,18,16,2,2,233,8,1,0,0,0,417,17,434,667,65.0674,1,18
875,MACUSPANA,18,45,34,25,6,4,4,264,8,1,1,0,0,428,22,450,588,76.5306,1,18
875,MACUSPANA,7,68,28,32,9,4,2,204,5,2,2,0,2,396,11,407,587,69.3356,1,18
876,MACUSPANA,13,62,40,26,5,7,2,238,2,3,2,0,0,440,33,473,671,70.4918,1,18
876,MACUSPANA,7,46,35,28,12,4,6,259,10,2,0,0,0,438,18,456,670,68.0597,1,18
877,MACUSPANA,6,59,27,49,9,6,0,279,6,2,0,0,0,462,16,478,709,67.4188,1,18
877,MACUSPANA,5,64,26,23,8,9,3,285,8,4,1,0,0,454,14,469,709,66.1495,1,18
877,MACUSPANA,10,53,27,30,10,5,3,284,13,5,0,0,0,465,19,484,709,68.2651,1,18
877,MACUSPANA,6,9,53,43,7,11,2,245,8,3,0,0,1,402,21,423,709,59.6614,1,18
878,MACUSPANA,8,60,22,28,10,4,2,284,4,0,0,0,0,434,14,448,609,73.5632,1,18
878,MACUSPANA,3,52,30,9,6,4,3,267,5,3,0,0,1,402,14,416,609,68.3087,1,18
878,MACUSPANA,9,79,34,27,4,4,3,25,6,1,0,0,0,219,4,224,608,36.8421,1,18
879,MACUSPANA,4,22,30,24,10,4,4,232,5,1,0,0,0,360,379,758,639,118.622,1,18
879,MACUSPANA,4,22,30,41,8,7,1,245,9,1,1,0,0,369,0,369,639,57.7464,1,18
879,MACUSPANA,7,29,42,29,3,4,3,228,7,5,1,0,0,375,20,395,639,61.8153,1,18
879,MACUSPANA,12,37,33,38,9,2,5,246,4,0,0,0,1,405,19,424,639,66.3536,1,18
879,MACUSPANA,10,31,39,47,6,2,0,263,7,2,2,0,0,434,15,449,638,70.3761,1,18
880,MACUSPANA,8,81,45,41,8,9,2,260,7,3,0,0,1,486,14,500,693,72.15,1,18
880,MACUSPANA,8,76,38,35,5,6,5,273,5,2,1,0,0,471,0,471,692,68.0635,1,18
881,MACUSPANA,6,94,27,35,5,6,1,221,10,1,0,0,0,436,13,449,619,72.5363,1,18
881,MACUSPANA,2,75,39,23,6,4,2,220,1,0,0,0,0,405,4,409,619,66.0743,1,18
881,MACUSPANA,4,68,34,41,4,3,0,252,5,3,0,0,0,440,12,453,618,73.3009,1,18
881,MACUSPANA,5,10,9,7,1,5,0,74,3,0,0,0,0,118,6,124,,,1,18
881,MACUSPANA,5,27,10,15,5,2,1,209,7,,,,,281,11,293,,,1,18
882,MACUSPANA,8,63,47,41,11,3,8,262,15,1,0,0,0,485,47,532,730,72.8767,1,18
882,MACUSPANA,6,71,39,29,5,5,4,291,17,2,0,0,0,495,16,511,730,70,1,18
883,MACUSPANA,2,22,17,51,0,11,1,202,4,1,0,0,0,311,4,315,505,62.3762,1,11
883,MACUSPANA,3,14,20,39,10,4,5,202,2,2,0,0,0,301,20,322,504,63.8888,1,11
883,MACUSPANA,5,20,31,44,8,4,2,200,7,0,0,0,1,322,21,345,504,68.4523,1,11
884,MACUSPANA,30,22,0,38,1,0,4,246,5,0,0,0,0,346,0,346,584,59.2465,1,11
884,MACUSPANA,6,25,25,53,8,3,2,238,1,2,0,0,0,363,11,374,583,64.1509,1,11
884,MACUSPANA,5,20,22,46,5,4,1,250,1,0,0,0,0,354,23,377,583,64.6655,1,11
884,MACUSPANA,5,18,23,59,3,8,3,201,11,2,0,0,0,333,20,353,583,60.5488,1,11
885,MACUSPANA,3,33,42,34,6,2,6,315,0,3,0,0,0,463,26,489,747,65.4618,1,18
885,MACUSPANA,3,31,47,33,4,3,4,315,12,3,0,0,0,464,17,481,746,64.4772,1,18
885,MACUSPANA,4,37,36,32,4,6,1,328,14,1,0,0,0,483,17,500,746,67.0241,1,18
886,MACUSPANA,62,16,21,12,60,3,4,214,130,8,10,0,21,561,10,606,553,109.584,1,15
886,MACUSPANA,16,14,14,13,4,4,4,130,50,24,20,20,8,321,26,352,552,63.7681,1,15
886,MACUSPANA,2,18,17,93,0,2,1,41,13,0,0,0,1,188,3,191,231,82.6839,1,15
887,MACUSPANA,8,18,2,26,7,3,4,136,26,0,0,0,1,231,22,253,409,61.8581,1,15
888,MACUSPANA,10,34,15,29,1,3,1,108,4,0,0,1,1,207,20,227,296,76.6891,1,15
889,MACUSPANA,6,17,27,15,8,4,1,308,15,3,0,0,1,405,19,424,720,58.8888,1,15
889,MACUSPANA,6,26,22,20,11,9,0,249,10,4,3,0,0,360,23,383,720,53.1944,1,15
890,MACUSPANA,15,32,27,45,9,4,5,229,14,0,0,0,0,390,27,417,600,69.5,1,18
890,MACUSPANA,6,32,24,45,7,8,0,48,11,1,0,0,0,182,23,205,600,34.1666,1,18
890,MACUSPANA,11,28,31,42,6,4,4,278,18,0,0,0,0,456,26,482,710,67.8873,1,18
891,MACUSPANA,22,25,8,37,7,6,6,226,15,108,0,0,0,460,0,460,599,76.7946,1,15
892,MACUSPANA,18,17,52,24,7,7,13,217,12,0,0,2,0,376,22,398,647,61.5146,1,18
892,MACUSPANA,7,31,33,16,6,7,7,266,5,0,0,0,0,384,30,414,646,64.0866,1,18
892,MACUSPANA,5,27,33,17,8,6,3,264,10,0,0,0,2,377,8,385,646,59.5975,1,18
893,MACUSPANA,0,53,9,20,8,0,2,220,6,0,0,0,0,322,18,340,509,66.7976,1,18
893,MACUSPANA,2,53,2,9,7,1,1,234,5,1,1,0,0,316,0,316,508,62.2047,1,18
894,MACUSPANA,0,1,9,41,3,15,3,42,6,0,0,0,0,120,0,122,676,18.0473,1,18
895,MACUSPANA,4,89,9,18,5,3,0,267,6,1,0,0,0,412,15,427,594,71.8855,1,18
895,MACUSPANA,6,82,7,20,6,5,2,282,5,0,0,0,0,420,0,430,594,72.3905,1,18
896,MACUSPANA,4,77,1,7,3,3,1,193,8,0,0,0,0,299,7,306,417,73.3812,1,18
896,MACUSPANA,2,73,6,12,7,3,1,196,3,1,0,0,0,310,11,321,417,76.9784,1,18
897,MACUSPANA,1,16,15,11,10,6,4,272,8,0,1,0,0,344,19,363,551,65.8802,1,15
897,MACUSPANA,7,18,14,13,9,4,2,250,9,0,0,0,0,326,24,374,550,68,1,15
897,MACUSPANA,8,19,14,14,7,6,2,267,8,2,0,0,2,349,14,377,550,68.5454,1,15
898,MACUSPANA,4,32,2,2,8,0,3,213,11,0,0,0,0,278,6,284,479,59.2901,1,18
898,MACUSPANA,7,98,5,8,7,0,2,213,6,1,0,0,0,349,6,355,479,74.1127,1,18
899,MACUSPANA,8,56,6,8,2,4,2,177,3,0,0,1,0,268,9,277,370,74.8648,1,18
900,MACUSPANA,0,20,19,27,8,9,6,248,8,1,0,0,0,348,17,365,541,67.4676,1,18
900,MACUSPANA,1,25,14,28,0,7,5,196,0,1,0,0,0,283,13,296,541,54.7134,1,18
900,MACUSPANA,3,19,13,32,9,4,5,226,8,7,0,0,0,337,26,363,540,67.2222,1,18
901,MACUSPANA,4,60,10,23,16,7,1,360,5,0,0,0,0,491,29,520,710,73.2394,1,18
901,MACUSPANA,6,46,15,23,8,0,3,340,0,11,0,0,0,462,30,492,710,69.2957,1,18
902,MACUSPANA,2,44,10,18,8,0,2,264,5,0,1,0,1,357,14,371,543,68.3241,1,18
902,MACUSPANA,2,32,9,8,7,6,2,274,6,2,0,0,0,350,22,372,543,68.5082,1,18
903,MACUSPANA,3,40,14,11,3,5,1,296,8,1,0,0,0,385,14,399,585,68.2051,1,18
903,MACUSPANA,0,44,17,25,8,3,5,263,4,0,0,0,2,377,23,400,585,68.376,1,18
903,MACUSPANA,7,30,12,8,3,3,4,283,5,0,0,0,1,359,14,373,585,63.7606,1,18
904,MACUSPANA,14,5,11,36,2,8,2,10,4,3,7,0,7,109,0,109,211,51.6587,1,15
904,MACUSPANA,5,16,11,4,2,5,1,69,26,0,0,0,0,139,23,162,221,73.3031,1,15
905,MACUSPANA,4,14,32,28,4,2,15,207,14,0,0,0,0,324,21,345,551,62.6134,1,18
905,MACUSPANA,1,9,15,32,7,5,7,243,14,0,0,0,0,334,8,342,551,62.0689,1,18
905,MACUSPANA,2,12,7,48,9,5,8,247,14,0,0,0,0,354,17,371,550,67.4545,1,18
906,MACUSPANA,4,5,14,17,13,7,4,192,12,1,0,0,0,274,8,282,404,69.8019,1,18
906,MACUSPANA,2,13,13,29,4,3,5,184,5,0,0,0,0,266,12,278,404,68.8118,1,18
907,MACUSPANA,6,43,18,22,7,2,3,224,19,0,0,0,0,348,20,368,541,68.0221,1,18
907,MACUSPANA,3,46,6,21,10,2,5,235,13,0,0,0,0,345,21,366,540,67.7777,1,18
907,MACUSPANA,4,37,15,16,8,1,5,253,18,0,1,0,0,362,14,376,540,69.6296,1,18
908,MACUSPANA,6,35,16,57,7,5,3,203,8,0,0,0,0,353,23,376,623,60.3531,1,18
909,MACUSPANA,1,16,21,41,29,5,5,223,30,2,0,0,0,391,38,429,661,64.9016,1,18
909,MACUSPANA,10,12,22,31,16,5,5,244,24,4,0,0,0,387,32,419,660,63.4848,1,18
910,MACUSPANA,3,12,22,29,5,5,0,307,20,1,0,0,0,414,24,438,593,73.8617,1,18
910,MACUSPANA,3,17,18,29,4,3,3,305,19,0,0,0,0,407,21,428,592,72.2972,1,18
910,MACUSPANA,4,20,18,32,14,5,3,315,19,0,0,0,0,430,14,444,592,75,1,18
911,MACUSPANA,6,16,25,28,10,4,4,381,24,0,0,0,1,508,15,523,733,71.3506,1,18
911,MACUSPANA,4,17,21,42,12,4,2,352,24,1,0,0,0,482,25,507,733,69.1678,1,18
911,MACUSPANA,1,21,26,32,13,0,2,333,24,0,0,0,0,460,36,496,733,67.6671,1,18
912,MACUSPANA,3,22,8,25,10,2,10,410,23,4,0,0,0,521,28,549,712,77.1067,1,18
912,MACUSPANA,4,26,12,51,10,5,7,367,18,0,0,0,0,508,18,526,712,73.8764,1,18
913,MACUSPANA,3,15,14,53,17,1,2,346,22,0,0,0,0,477,8,485,603,80.4311,1,18
913,MACUSPANA,4,23,18,42,9,3,2,328,15,0,0,0,0,444,14,458,602,76.0797,1,18
914,MACUSPANA,3,13,14,35,7,2,1,294,18,0,0,0,0,394,22,416,553,75.226,1,18
914,MACUSPANA,4,15,11,31,5,5,2,259,22,0,1,0,0,363,16,379,552,68.6594,1,18
914,MACUSPANA,1,14,6,33,9,4,1,304,17,3,0,0,0,399,6,405,552,73.3695,1,18
915,MACUSPANA,1,24,16,25,9,6,5,93,37,1,0,0,0,217,22,247,639,38.6541,1,18
915,MACUSPANA,3,20,11,25,10,4,1,296,32,2,0,0,0,409,26,435,638,68.1818,1,18
915,MACUSPANA,3,22,22,28,10,5,0,314,32,0,0,0,0,437,22,459,638,71.9435,1,18
916,MACUSPANA,1,29,9,36,8,5,7,246,34,0,0,0,0,383,25,408,602,67.774,1,18
916,MACUSPANA,3,27,15,39,6,4,4,311,20,2,0,2,0,437,14,451,602,74.9169,1,18
917,MACUSPANA,4,20,16,46,10,4,2,251,18,0,0,0,0,372,15,387,546,70.8791,1,18
917,MACUSPANA,3,12,18,35,3,3,3,62,25,0,0,0,0,164,11,175,545,32.11,1,18
918,MACUSPANA,5,19,12,48,9,5,7,346,21,1,1,0,0,478,21,500,718,69.6378,1,18
918,MACUSPANA,4,20,21,45,0,4,6,310,32,2,0,0,1,448,34,482,717,67.2245,1,18
918,MACUSPANA,5,20,18,36,5,5,5,346,32,0,0,0,0,472,15,487,717,67.9218,1,18
919,MACUSPANA,5,11,21,18,11,3,2,239,30,0,0,0,5,348,29,377,534,70.5992,1,18
919,MACUSPANA,1,13,14,19,4,7,2,255,21,0,0,0,0,342,22,364,534,68.1647,1,18
919,MACUSPANA,0,11,11,19,7,8,7,228,32,0,0,0,1,326,22,348,534,65.1685,1,18
920,MACUSPANA,10,2,7,58,3,1,5,136,2,2,0,0,0,226,10,236,359,65.7381,1,15
921,MACUSPANA,27,9,2,17,4,0,0,34,0,0,0,0,0,93,11,104,145,71.7241,1,15
922,MACUSPANA,7,33,69,23,4,7,3,250,13,3,1,1,1,415,19,434,658,65.9574,1,15
922,MACUSPANA,8,44,43,19,4,2,1,270,4,6,0,0,0,401,16,423,657,64.3835,1,15
922,MACUSPANA,8,35,59,22,2,7,5,276,10,15,0,0,0,439,18,457,657,69.5585,1,15
923,MACUSPANA,3,17,21,17,10,6,13,271,17,0,0,0,0,389,20,409,660,61.9696,1,18
923,MACUSPANA,5,16,24,27,12,8,7,244,6,0,0,0,0,349,20,385,660,58.3333,1,18
923,MACUSPANA,0,20,17,27,0,13,9,248,16,0,0,0,0,362,12,374,659,56.7526,1,18
924,MACUSPANA,9,33,42,45,4,10,4,306,11,20,6,0,0,490,0,490,652,75.1533,1,15
924,MACUSPANA,2,32,30,49,2,14,2,342,3,8,0,0,0,484,31,515,652,78.9877,1,15
925,MACUSPANA,59,25,28,34,1,9,2,155,6,6,0,2,0,327,28,355,508,69.8818,1,15
925,MACUSPANA,32,12,21,61,8,11,3,168,7,4,2,1,1,331,27,358,508,70.4724,1,15
925,MACUSPANA,47,29,21,25,7,9,5,176,11,1,0,0,1,332,23,355,507,70.0197,1,15
926,MACUSPANA,23,27,14,25,2,10,0,129,9,0,1,0,0,240,7,247,370,66.7567,1,15
927,MACUSPANA,20,47,56,78,5,11,6,245,10,0,0,0,5,483,23,506,691,73.2272,1,11
928,MACUSPANA,2,31,33,30,11,7,4,174,14,0,0,0,0,315,27,342,635,53.8582,1,18
928,MACUSPANA,4,23,29,33,12,0,3,184,22,0,0,0,0,310,18,328,635,51.6535,1,18
928,MACUSPANA,2,15,35,44,7,5,3,222,11,0,0,0,0,359,36,395,635,62.2047,1,18
928,MACUSPANA,9,22,33,32,6,5,2,209,13,0,0,0,0,340,12,352,634,55.5205,1,18
928,MACUSPANA,5,35,25,33,9,2,7,214,16,0,0,0,0,354,31,385,634,60.7255,1,18
929,MACUSPANA,2,14,29,24,8,5,12,223,13,0,0,0,0,330,15,345,511,67.5146,1,18
929,MACUSPANA,0,26,30,35,5,5,11,225,18,3,0,0,0,364,19,383,510,75.098,1,18
929,MACUSPANA,3,16,20,32,4,4,9,252,1,0,0,0,0,348,19,367,510,71.9607,1,18
930,MACUSPANA,4,45,52,62,10,3,12,272,21,3,0,0,1,495,23,518,725,71.4482,1,18
930,MACUSPANA,6,34,38,64,3,2,5,315,16,0,0,0,0,483,0,483,725,66.6206,1,18
931,MACUSPANA,1,26,27,48,11,2,4,266,14,1,0,0,0,400,15,415,557,74.5062,1,18
931,MACUSPANA,3,40,35,14,7,9,2,232,13,1,0,0,1,365,20,385,557,69.1202,1,18
931,MACUSPANA,4,32,10,52,7,4,0,255,17,0,0,0,0,383,10,393,557,70.5565,1,18
932,MACUSPANA,12,5,7,32,6,8,4,151,2,0,0,0,0,227,11,238,391,60.8695,1,15
932,MACUSPANA,23,4,7,33,3,10,2,138,9,1,0,0,1,231,0,231,390,59.2307,1,15
933,MACUSPANA,4,53,21,36,4,0,4,171,8,0,0,0,0,307,13,320,464,68.9655,1,18
933,MACUSPANA,3,5,22,34,10,8,2,154,14,0,0,0,0,262,1,264,464,56.8965,1,18
934,MACUSPANA,3,49,28,36,2,9,10,256,6,2,0,0,0,417,26,443,676,65.5325,1,18
934,MACUSPANA,5,59,20,45,9,9,8,234,14,1,1,0,0,417,24,441,676,65.2366,1,18
934,MACUSPANA,3,53,28,37,9,3,5,239,7,5,0,0,0,394,17,411,676,60.7988,1,18
934,MACUSPANA,2,46,29,31,6,5,15,233,17,1,0,0,0,397,24,421,676,62.2781,1,18
934,MACUSPANA,5,56,32,38,3,4,13,236,9,0,0,0,0,402,22,424,676,62.7218,1,18
935,MACUSPANA,4,20,45,61,8,5,2,171,8,1,1,0,2,328,16,344,551,62.4319,1,11
935,MACUSPANA,4,30,35,54,2,3,1,161,6,2,0,0,0,298,12,310,550,56.3636,1,11
935,MACUSPANA,7,15,41,45,6,4,1,221,6,3,0,1,0,350,25,375,550,68.1818,1,11
936,MACUSPANA,3,13,8,57,3,4,4,151,1,0,0,0,0,244,28,274,445,61.573,1,15
937,MACUSPANA,0,2,39,19,3,0,0,216,0,0,0,0,0,279,14,293,430,68.1395,1,15
937,MACUSPANA,16,8,24,19,12,3,3,175,0,0,0,0,0,260,0,260,429,60.606,1,15
938,MACUSPANA,3,36,29,44,5,4,2,237,36,2,0,0,0,398,36,434,719,60.3616,1,15
938,MACUSPANA,2,12,24,60,5,7,1,296,34,0,0,0,0,441,36,477,718,66.4345,1,15
938,MACUSPANA,2,19,29,71,8,5,3,276,24,2,0,0,0,439,37,476,718,66.2952,1,15
939,MACUSPANA,5,27,20,48,7,5,0,261,3,2,2,1,1,382,26,408,605,67.438,1,15
939,MACUSPANA,9,29,24,37,5,9,2,262,5,4,0,0,1,387,21,408,605,67.438,1,15
939,MACUSPANA,15,42,33,14,6,11,1,207,3,5,1,0,2,340,29,369,605,60.9917,1,15
940,MACUSPANA,5,13,37,19,4,4,1,131,9,8,2,0,1,240,16,256,483,53.002,1,18
940,MACUSPANA,5,5,45,25,6,7,0,127,14,6,0,0,0,242,20,262,483,54.2443,1,18
940,MACUSPANA,5,15,43,43,3,11,5,273,7,1,0,0,0,414,23,437,702,62.2507,1,18
941,MACUSPANA,2,10,21,31,2,5,3,106,5,0,0,0,0,185,18,203,309,65.6957,1,11
941,MACUSPANA,0,20,16,76,2,3,1,34,1,0,0,0,0,153,19,172,234,73.5042,1,11
942,MACUSPANA,4,16,31,62,13,5,2,197,18,0,1,0,0,349,29,378,628,60.191,1,11
942,MACUSPANA,9,17,28,52,8,5,3,218,7,0,0,0,0,347,26,373,628,59.3949,1,11
942,MACUSPANA,5,16,27,46,5,6,7,218,13,1,0,0,0,344,20,364,628,57.9617,1,11
943,MACUSPANA,14,19,39,57,6,11,3,211,11,2,2,0,1,376,17,393,555,70.8108,1,15
