SECCION ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,PES,"PAN, PRD Y MC",PAN Y PRD,PAN Y MC,PRD Y MC,NUMERO DE VOTOS VALIDOS,NUMERO DE VOTOS NULOS,TOTAL DE VOTOS,LISTA NOMINAL,% PARTICIPACION CIUDADANA,DISTRITO F,DISTRITO L
943,MACUSPANA,2,15,22,67,3,5,3,222,4,0,0,0,0,343,33,377,554,68.0505,1,15
943,MACUSPANA,12,20,33,50,2,16,1,207,8,1,1,0,2,353,22,375,554,67.6895,1,15
944,MACUSPANA,4,23,28,77,3,2,2,85,3,3,2,0,1,233,9,242,402,60.199,1,15
944,MACUSPANA,7,26,18,68,4,3,3,80,4,28,25,10,21,297,0,297,401,74.0648,1,15
944,MACUSPANA,33,8,7,20,1,4,0,43,4,0,1,0,1,122,12,134,230,58.2608,1,15
945,MACUSPANA,13,21,35,63,5,4,6,137,12,2,1,0,0,299,22,322,608,52.9605,1,11
945,MACUSPANA,5,24,32,77,9,6,5,137,12,4,1,0,1,313,36,349,608,57.4013,1,11
945,MACUSPANA,9,26,19,88,4,2,12,135,22,2,1,0,0,320,38,358,608,58.8815,1,11
945,MACUSPANA,14,19,19,81,11,2,6,134,12,1,0,0,0,299,26,325,607,53.542,1,11
946,MACUSPANA,18,27,40,55,7,9,3,137,0,1,0,0,0,297,29,326,507,64.2998,1,15
946,MACUSPANA,5,18,24,54,4,4,4,110,6,0,1,0,1,231,33,264,507,52.071,1,15
946,MACUSPANA,15,16,31,50,6,3,3,124,11,3,0,0,0,262,31,293,507,57.7909,1,15
947,MACUSPANA,19,25,26,23,7,5,5,163,5,1,0,0,0,279,0,279,551,50.6352,1,15
947,MACUSPANA,25,20,17,24,8,6,3,150,2,3,3,2,0,263,20,283,551,51.3611,1,15
947,MACUSPANA,19,22,18,31,9,11,1,173,10,1,0,0,0,295,0,295,551,53.539,1,15
948,MACUSPANA,14,20,17,50,9,11,5,255,24,2,2,0,1,410,20,430,661,65.0529,1,15
948,MACUSPANA,12,27,26,42,9,4,3,274,20,1,0,0,1,419,13,432,661,65.3555,1,15
949,MACUSPANA,10,23,28,89,7,10,2,102,22,1,1,1,1,297,29,326,460,70.8695,1,11
949,MACUSPANA,4,22,8,24,5,2,0,71,12,0,1,0,0,149,5,154,204,75.4901,1,11
950,MACUSPANA,3,20,13,73,4,8,2,147,37,1,0,0,0,308,19,327,528,61.9318,1,15
950,MACUSPANA,3,25,24,45,8,6,4,158,43,0,0,0,0,316,17,333,527,63.1878,1,15
951,MACUSPANA,9,18,31,58,3,8,6,110,9,2,1,0,1,256,27,283,459,61.6557,1,11
951,MACUSPANA,6,8,41,64,9,3,10,106,6,3,0,0,0,256,26,282,458,61.572,1,11
952,MACUSPANA,9,28,38,35,4,6,2,244,15,4,0,0,3,388,30,418,634,65.9305,1,15
952,MACUSPANA,7,20,38,40,11,3,6,246,13,2,1,0,1,388,30,418,633,66.0347,1,15
953,MACUSPANA,19,40,26,60,12,15,4,243,9,1,0,0,0,429,25,454,640,70.9375,1,15
953,MACUSPANA,20,31,29,71,9,8,8,215,11,2,1,0,1,406,29,437,640,68.2812,1,15
954,NACAJUCA,22,48,31,10,7,6,6,264,2,2,1,0,0,399,19,418,511,81.8003,5,19
954,NACAJUCA,28,50,40,29,6,14,3,242,2,4,1,0,0,419,15,434,511,84.9315,5,19
955,NACAJUCA,11,27,16,37,6,6,2,308,5,0,1,1,1,421,10,431,532,81.015,5,19
955,NACAJUCA,16,20,33,23,4,8,3,311,2,1,0,0,0,421,10,431,531,81.1676,5,19
955,NACAJUCA,26,35,19,19,4,6,4,311,6,2,0,0,0,432,15,447,531,84.1807,5,19
956,NACAJUCA,9,21,27,88,3,7,4,317,2,0,0,0,0,478,14,492,618,79.6116,5,19
956,NACAJUCA,15,43,28,65,4,6,7,291,5,8,0,0,0,472,14,486,618,78.6407,5,19
956,NACAJUCA,27,42,22,74,0,0,6,268,3,3,0,0,1,446,14,460,618,74.4336,5,19
957,NACAJUCA,24,62,29,66,1,6,3,250,4,1,0,0,0,446,17,463,603,76.7827,5,19
957,NACAJUCA,27,46,27,57,6,9,5,236,2,2,0,0,0,417,11,428,602,71.0963,5,19
957,NACAJUCA,12,15,12,13,2,4,4,175,1,4,0,0,0,242,5,247,,,5,19
957,NACAJUCA,1,6,6,2,0,3,2,99,1,,,,,120,4,124,,,5,19
958,NACAJUCA,10,51,27,50,3,5,6,292,5,2,0,0,0,451,13,464,592,78.3783,5,19
958,NACAJUCA,16,41,20,46,4,11,3,310,3,5,0,0,0,459,16,475,592,80.2364,5,19
958,NACAJUCA,20,57,30,45,3,12,7,309,0,4,0,0,1,488,20,508,591,85.956,5,19
959,NACAJUCA,20,45,24,52,9,3,9,269,3,1,0,0,0,435,19,454,561,80.9269,5,19
959,NACAJUCA,27,34,24,40,6,10,9,274,3,7,1,0,0,435,0,435,561,77.5401,5,19
959,NACAJUCA,24,38,28,42,12,6,10,277,3,0,0,1,0,441,20,461,560,82.3214,5,19
960,NACAJUCA,23,48,34,63,5,2,3,442,7,1,0,0,0,628,19,647,729,88.7517,5,19
960,NACAJUCA,15,40,25,53,13,12,7,436,5,1,1,0,0,608,24,632,729,86.6941,5,19
960,NACAJUCA,18,44,17,68,10,4,4,449,1,2,0,0,0,617,20,637,728,87.5,5,19
961,NACAJUCA,2,13,22,57,11,8,1,281,4,0,1,0,0,400,21,421,507,83.0374,5,19
962,NACAJUCA,9,34,28,32,6,5,5,356,6,0,0,0,0,481,18,499,585,85.2991,5,19
962,NACAJUCA,4,22,39,38,1,8,4,349,2,2,0,0,0,469,23,492,585,84.1025,5,19
962,NACAJUCA,8,27,31,40,8,13,2,356,5,0,0,0,0,490,23,513,585,87.6923,5,19
962,NACAJUCA,9,32,36,44,1,6,5,325,3,0,0,0,0,461,24,485,585,82.9059,5,19
963,NACAJUCA,29,51,52,30,5,20,3,342,1,1,1,0,2,537,28,565,670,84.3283,5,19
963,NACAJUCA,15,47,40,50,13,14,4,335,0,3,1,0,0,522,20,542,670,80.8955,5,19
963,NACAJUCA,11,54,46,47,12,17,3,347,3,1,0,1,0,542,26,568,670,84.7761,5,19
964,NACAJUCA,25,26,42,47,6,5,5,256,2,1,1,0,0,416,25,441,570,77.3684,5,19
964,NACAJUCA,32,45,41,26,9,13,8,261,3,1,0,0,1,440,16,456,569,80.1405,5,19
964,NACAJUCA,24,21,42,44,9,9,6,252,3,3,1,0,0,414,33,447,569,78.5588,5,19
964,NACAJUCA,20,30,22,25,10,7,11,299,5,0,1,0,4,434,39,473,569,83.1282,5,19
965,NACAJUCA,16,29,63,47,30,15,6,293,6,2,0,0,1,508,50,558,676,82.5443,5,19
965,NACAJUCA,16,24,79,46,20,19,2,281,7,3,0,0,2,499,52,551,676,81.5088,5,19
965,NACAJUCA,13,29,67,47,26,15,5,260,12,1,1,0,3,479,61,540,676,79.8816,5,19
965,NACAJUCA,9,21,76,58,32,24,6,277,7,2,2,1,0,515,30,545,675,80.7407,5,19
966,NACAJUCA,6,23,35,44,15,6,9,201,2,0,0,0,1,342,28,370,420,88.0952,5,19
966,NACAJUCA,6,24,29,60,9,12,2,205,4,0,0,0,0,351,12,363,419,86.6348,5,19
967,NACAJUCA,17,28,43,31,8,11,0,385,2,2,0,0,0,527,19,546,631,86.5293,5,19
967,NACAJUCA,12,20,45,19,7,9,3,398,2,0,4,0,0,519,26,545,630,86.5079,5,19
967,NACAJUCA,18,26,55,18,8,10,1,368,1,0,1,0,1,507,30,537,630,85.238,5,19
968,NACAJUCA,9,27,29,34,14,5,6,313,0,1,0,0,0,438,20,458,521,87.9078,5,19
968,NACAJUCA,5,35,19,19,9,7,2,314,3,3,0,1,0,417,15,432,521,82.9174,5,19
968,NACAJUCA,5,47,21,38,15,4,3,300,0,0,0,0,0,433,17,450,521,86.3723,5,19
969,NACAJUCA,14,16,20,37,17,14,14,275,11,2,1,0,0,421,39,460,572,80.4195,5,19
969,NACAJUCA,8,15,23,51,16,10,11,273,6,0,1,1,0,415,50,465,572,81.2937,5,19
969,NACAJUCA,24,12,28,40,7,15,9,271,12,1,2,0,0,421,42,463,572,80.944,5,19
969,NACAJUCA,6,48,24,53,16,1,2,278,1,0,0,0,2,431,20,451,548,82.2992,5,19
970,NACAJUCA,19,14,93,60,9,11,6,231,2,2,3,0,2,452,36,488,586,83.2764,5,19
970,NACAJUCA,23,18,54,75,5,7,6,276,3,1,1,0,1,470,22,492,586,83.959,5,19
970,NACAJUCA,10,9,53,83,13,5,3,273,2,1,0,0,0,452,23,475,585,81.1965,5,19
971,NACAJUCA,13,28,42,40,9,4,20,338,4,2,1,0,0,501,31,533,671,79.4336,5,19
971,NACAJUCA,7,16,40,27,10,8,22,389,5,3,1,0,0,528,20,548,671,81.6691,5,19
971,NACAJUCA,13,17,51,36,8,11,22,351,1,3,0,0,0,513,28,541,671,80.6259,5,19
971,NACAJUCA,13,19,41,35,6,5,17,378,1,1,0,0,0,516,23,539,670,80.4477,5,19
972,NACAJUCA,13,13,37,70,9,10,2,299,2,2,1,0,3,461,36,497,614,80.9446,5,19
972,NACAJUCA,13,32,35,89,6,9,2,282,2,0,0,0,3,473,25,498,613,81.2398,5,19
972,NACAJUCA,18,14,31,44,6,12,0,318,1,0,3,1,1,449,40,489,613,79.7716,5,19
972,NACAJUCA,9,25,35,51,8,5,2,327,4,2,0,0,0,468,32,500,613,81.566,5,19
973,NACAJUCA,10,17,14,48,8,9,1,196,2,5,0,0,0,310,6,316,431,73.3178,5,19
973,NACAJUCA,3,21,13,61,5,6,2,176,0,5,0,1,0,293,11,305,430,70.9302,5,19
975,NACAJUCA,15,25,17,25,5,7,4,262,3,1,0,0,0,364,11,375,469,79.9573,5,19
975,NACAJUCA,9,36,16,21,2,6,6,266,4,4,1,0,0,371,10,381,468,81.4102,5,19
976,NACAJUCA,8,22,15,87,2,5,5,267,2,1,0,0,0,414,16,430,533,80.6754,5,19
976,NACAJUCA,9,39,14,71,3,6,3,262,7,0,1,0,0,415,20,435,533,81.6135,5,19
976,NACAJUCA,14,47,19,80,6,3,4,261,1,1,0,0,0,436,24,460,533,86.3039,5,19
977,NACAJUCA,13,15,38,82,16,11,4,286,8,0,2,0,0,475,34,509,602,84.5514,5,19
977,NACAJUCA,17,26,30,8,13,10,3,297,0,0,0,0,1,405,22,427,601,71.0482,5,19
978,NACAJUCA,11,27,15,87,2,4,7,302,4,0,0,0,0,459,8,467,573,81.5008,5,19
978,NACAJUCA,14,26,24,68,5,4,2,319,1,0,0,0,0,463,0,463,572,80.944,5,19
979,NACAJUCA,17,25,27,59,10,5,8,264,5,3,2,0,0,425,28,453,613,73.8988,5,19
979,NACAJUCA,33,21,32,70,7,8,6,287,1,4,2,0,0,471,29,500,613,81.566,5,19
979,NACAJUCA,22,30,18,75,15,9,12,271,7,3,1,0,0,463,25,488,613,79.6084,5,19
980,NACAJUCA,17,41,18,38,12,8,11,361,5,0,0,0,2,513,30,543,718,75.6267,5,19
980,NACAJUCA,14,49,13,52,10,6,5,338,3,0,0,0,0,490,22,512,717,71.4086,5,19
980,NACAJUCA,14,45,7,34,11,7,3,360,0,0,0,0,0,481,17,498,717,69.456,5,19
981,NACAJUCA,26,29,11,47,13,2,2,247,1,0,0,0,0,378,13,392,493,79.5131,5,19
981,NACAJUCA,16,29,4,47,6,7,3,241,1,0,0,0,0,354,20,374,492,76.0162,5,19
982,NACAJUCA,37,49,31,30,9,10,5,342,4,4,1,1,0,523,23,546,740,73.7837,5,19
982,NACAJUCA,27,45,28,36,5,10,2,389,3,3,1,0,0,549,26,575,739,77.8078,5,19
982,NACAJUCA,37,36,46,50,8,14,3,362,5,0,2,0,1,564,17,581,739,78.6197,5,19
982,NACAJUCA,35,40,19,39,8,9,7,354,8,0,0,0,0,519,24,543,739,73.4776,5,19
982,NACAJUCA,31,39,28,34,8,7,4,359,4,0,2,0,0,516,20,536,739,72.5304,5,19
984,NACAJUCA,21,44,28,43,6,5,4,341,4,1,0,0,0,497,24,521,748,69.6524,5,19
984,NACAJUCA,7,31,19,41,9,8,9,341,5,0,0,0,1,471,29,500,748,66.8449,5,19
984,NACAJUCA,8,34,17,38,11,2,2,368,5,1,0,10,0,496,0,496,747,66.3989,5,19
985,NACAJUCA,24,41,18,32,13,11,5,310,1,0,0,0,0,455,16,471,732,64.3442,5,19
985,NACAJUCA,20,42,17,30,14,9,3,327,4,0,0,0,0,466,33,499,732,68.1693,5,19
985,NACAJUCA,17,47,16,58,12,2,8,319,1,0,1,0,0,481,15,496,732,67.7595,5,19
985,NACAJUCA,26,28,13,40,14,11,3,294,6,1,0,0,0,436,14,450,732,61.4754,5,19
985,NACAJUCA,28,34,22,46,15,5,7,290,7,1,0,1,0,456,23,479,732,65.4371,5,19
986,NACAJUCA,11,35,17,37,16,9,4,277,2,4,0,1,2,415,33,448,715,62.6573,5,19
986,NACAJUCA,6,30,8,32,16,6,6,290,0,5,0,0,0,399,33,432,715,60.4195,5,19
986,NACAJUCA,15,38,13,47,13,8,4,267,1,2,0,0,0,408,28,436,715,60.979,5,19
986,NACAJUCA,8,17,25,30,7,5,2,307,5,1,0,0,0,407,25,432,715,60.4195,5,19
986,NACAJUCA,19,29,23,24,8,8,3,304,4,5,0,0,0,427,19,446,715,62.3776,5,19
986,NACAJUCA,9,40,16,11,5,12,5,259,1,1,2,0,0,361,18,379,714,53.0812,5,19
986,NACAJUCA,14,34,11,30,8,8,6,320,0,2,0,0,1,434,26,460,714,64.4257,5,19
986,NACAJUCA,13,41,14,34,11,2,2,284,3,1,0,0,0,405,25,430,714,60.224,5,19
986,NACAJUCA,7,40,20,33,11,5,3,270,6,1,0,0,1,397,26,423,714,59.2436,5,19
986,NACAJUCA,11,46,9,40,4,11,0,255,6,1,0,0,0,383,25,408,714,57.1428,5,19
986,NACAJUCA,12,28,14,34,4,11,2,277,3,5,0,1,0,391,32,423,714,59.2436,5,19
986,NACAJUCA,7,33,12,37,11,16,2,276,6,0,0,0,1,401,21,422,714,59.1036,5,19
986,NACAJUCA,8,47,10,43,8,8,4,321,3,1,0,0,0,453,29,482,714,67.507,5,19
986,NACAJUCA,14,41,10,21,7,9,1,260,5,2,0,0,0,370,23,393,714,55.042,5,19
986,NACAJUCA,13,37,16,24,11,11,3,332,6,5,0,1,0,459,18,477,714,66.8067,5,19
987,NACAJUCA,15,43,10,31,7,7,5,372,4,3,0,1,0,498,16,515,748,68.8502,5,19
987,NACAJUCA,21,35,15,35,10,7,5,359,4,2,1,0,0,494,23,517,748,69.1176,5,19
987,NACAJUCA,13,44,7,26,7,3,6,354,6,1,0,0,0,467,16,483,747,64.6586,5,19
988,NACAJUCA,17,52,15,35,8,3,3,349,3,0,0,1,1,487,25,512,691,74.0955,5,19
988,NACAJUCA,12,47,9,38,9,9,3,333,2,0,0,0,0,462,15,477,690,69.1304,5,19
989,NACAJUCA,15,70,23,45,10,1,5,384,4,2,0,1,1,561,21,582,740,78.6486,5,19
989,NACAJUCA,13,56,12,38,9,6,6,345,5,0,0,0,0,490,12,502,739,67.9296,5,19
990,NACAJUCA,14,40,7,46,3,8,13,257,1,0,0,0,0,389,15,404,582,69.4158,5,19
990,NACAJUCA,13,29,9,53,13,1,5,253,6,1,0,0,0,383,16,399,582,68.5567,5,19
990,NACAJUCA,15,20,6,47,9,3,8,257,4,0,0,0,0,369,24,393,582,67.5257,5,19
990,NACAJUCA,12,42,8,45,4,5,8,271,3,0,0,0,0,398,10,408,582,70.103,5,19
991,PARAISO,6,26,124,25,8,11,10,266,7,0,2,0,1,486,11,500,697,71.736,5,20
991,PARAISO,7,25,143,22,9,8,10,260,3,1,0,0,2,490,21,512,697,73.4576,5,20
991,PARAISO,8,25,127,25,10,13,6,273,2,1,0,0,0,490,16,506,697,72.5968,5,20
992,PARAISO,7,61,49,13,5,11,3,165,5,0,0,1,0,320,11,331,421,78.6223,5,20
992,PARAISO,10,68,76,8,13,3,5,154,0,1,0,0,0,338,9,348,420,82.8571,5,20
993,PARAISO,26,61,56,9,5,6,5,234,0,1,0,0,0,403,9,413,529,78.0718,5,20
993,PARAISO,17,59,55,8,6,6,10,217,1,0,0,0,0,379,8,387,529,73.1568,5,20
994,PARAISO,3,35,86,25,26,10,13,294,5,0,0,0,0,497,15,512,708,72.3163,5,20
994,PARAISO,9,58,81,35,15,10,9,302,7,0,0,0,0,526,13,539,708,76.1299,5,20
995,PARAISO,8,41,95,12,12,5,6,264,4,1,2,0,0,450,15,466,687,67.8311,5,20
995,PARAISO,12,44,95,17,17,2,5,246,4,1,0,0,0,443,16,459,686,66.9096,5,20
996,PARAISO,5,34,89,15,9,7,4,206,2,1,0,0,0,372,10,382,537,71.1359,5,20
996,PARAISO,9,25,73,18,22,6,4,217,1,1,0,0,0,376,7,383,537,71.3221,5,20
996,PARAISO,7,29,54,10,7,10,3,232,4,1,0,0,0,357,14,371,536,69.2164,5,20
997,PARAISO,10,40,75,10,6,7,8,243,3,0,0,0,0,402,19,421,569,73.9894,5,20
997,PARAISO,6,42,92,18,16,3,3,241,2,2,0,0,0,425,8,433,569,76.0984,5,20
998,PARAISO,7,31,98,25,15,13,20,273,5,0,0,0,0,487,12,499,693,72.0057,5,20
998,PARAISO,9,45,89,26,19,9,10,268,1,1,1,0,0,478,11,490,693,70.707,5,20
998,PARAISO,8,38,113,21,9,5,5,300,1,0,0,0,0,500,13,513,693,74.0259,5,20
999,PARAISO,14,46,86,9,7,4,19,215,4,1,0,0,1,406,23,429,554,77.4368,5,20
999,PARAISO,5,40,90,13,11,11,15,199,2,0,0,0,0,386,21,407,554,73.4657,5,20
1000,PARAISO,6,50,89,18,11,5,8,155,5,1,0,0,1,349,9,358,483,74.12,5,20
1000,PARAISO,10,52,72,22,13,7,6,202,2,0,0,0,0,386,13,399,483,82.6086,5,20
1001,PARAISO,7,54,84,19,6,8,11,257,3,0,0,1,0,450,9,459,562,81.6725,5,20
1001,PARAISO,11,39,87,30,4,6,3,237,4,1,0,0,0,422,9,431,562,76.6903,5,20
1002,PARAISO,16,74,86,24,12,10,4,248,4,3,0,1,0,482,14,496,694,71.4697,5,20
1002,PARAISO,0,1,2,3,0,0,1,11,0,0,0,0,0,18,0,18,,,5,20
1002,PARAISO,0,3,1,0,2,1,0,70,1,,,,,78,4,82,,,5,20
1003,PARAISO,13,46,91,20,15,5,15,250,6,2,3,0,1,467,26,493,658,74.924,5,20
1003,PARAISO,23,49,151,18,10,9,3,223,2,2,0,0,0,490,18,508,658,77.2036,5,20
1004,PARAISO,5,42,99,26,9,5,7,201,5,0,0,0,0,399,18,417,563,74.0674,5,20
1004,PARAISO,6,24,106,17,11,1,1,219,0,1,0,0,0,386,18,404,562,71.8861,5,20
1004,PARAISO,0,26,81,21,14,9,7,232,2,1,0,0,0,393,15,408,562,72.5978,5,20
1005,PARAISO,9,42,96,23,16,16,6,226,3,0,0,0,0,437,22,459,622,73.7942,5,20
1005,PARAISO,5,31,75,18,22,15,8,255,3,3,1,0,1,437,6,445,622,71.5434,5,20
1005,PARAISO,6,31,82,17,22,6,5,268,2,2,0,0,0,441,20,461,622,74.1157,5,20
1006,PARAISO,5,26,63,7,9,4,8,103,1,1,1,0,0,228,33,261,336,77.6785,5,20
1006,PARAISO,29,20,66,15,16,5,8,238,4,0,0,0,0,401,29,430,587,73.2538,5,20
1007,PARAISO,4,31,52,35,7,11,4,202,2,2,0,0,2,352,16,368,510,72.1568,5,20
1007,PARAISO,7,43,80,14,4,7,6,195,5,0,0,0,0,361,25,386,510,75.6862,5,20
1007,PARAISO,3,29,71,23,8,5,5,203,2,1,0,0,1,351,0,376,509,73.8703,5,20
1008,PARAISO,9,39,84,10,9,7,4,272,4,0,0,0,0,438,22,460,622,73.9549,5,20
1008,PARAISO,9,56,62,25,4,13,1,270,1,2,0,0,0,443,18,461,622,74.1157,5,20
1009,PARAISO,9,12,81,7,11,4,3,259,2,0,1,0,0,389,20,409,528,77.4621,5,20
1009,PARAISO,4,25,64,11,10,2,4,250,1,1,0,0,1,373,20,393,528,74.4318,5,20
1010,PARAISO,3,37,119,15,13,8,4,181,1,0,0,0,0,381,13,394,490,80.4081,5,20
1010,PARAISO,8,27,116,22,12,5,3,187,5,2,0,0,0,387,11,398,489,81.3905,5,20
1011,PARAISO,7,64,99,20,9,15,5,269,0,2,0,0,0,490,22,512,744,68.8172,5,20
1011,PARAISO,6,58,104,23,9,9,9,268,4,0,0,0,0,490,40,530,744,71.2365,5,20
1012,PARAISO,2,12,57,10,7,4,3,161,1,0,1,0,1,259,28,287,393,73.0279,5,20
1012,PARAISO,2,18,69,12,9,6,2,141,2,0,2,0,0,263,20,283,392,72.1938,5,20
1012,PARAISO,1,30,18,29,2,4,1,97,0,0,0,0,0,182,8,190,241,78.8381,5,20
1012,PARAISO,10,21,118,7,5,9,3,174,3,0,0,0,0,350,15,365,558,65.4121,5,20
1012,PARAISO,5,40,110,19,3,15,3,161,6,1,0,0,0,363,26,389,557,69.8384,5,20
1013,PARAISO,4,23,72,8,4,8,4,235,5,1,2,0,1,367,14,381,531,71.7514,5,20
1013,PARAISO,2,3,72,11,12,8,3,278,2,0,0,0,1,392,8,400,531,75.3295,5,20
1013,PARAISO,9,23,74,3,12,6,6,270,0,2,1,0,1,407,17,424,530,80,5,20
1014,PARAISO,13,34,69,20,8,7,16,300,0,1,1,0,0,469,28,497,686,72.4489,5,20
1014,PARAISO,8,21,107,23,3,8,2,273,2,3,0,0,0,450,21,472,686,68.8046,5,20
1014,PARAISO,2,38,71,19,15,9,5,294,3,1,1,0,0,458,23,481,686,70.1166,5,20
1015,PARAISO,5,48,70,9,5,5,2,398,3,1,0,0,0,546,0,546,693,78.7878,5,20
1016,PARAISO,5,55,55,4,5,9,7,359,0,0,0,0,1,500,28,528,733,72.0327,5,20
1016,PARAISO,4,40,73,6,6,8,9,358,3,0,2,0,0,509,13,522,732,71.3114,5,20
1017,PARAISO,19,26,276,21,4,7,4,114,2,3,1,0,0,477,23,500,613,81.566,5,20
1017,PARAISO,10,29,268,11,3,17,5,116,4,1,2,1,0,467,21,488,612,79.7385,5,20
1018,PARAISO,6,26,218,10,6,8,2,99,2,1,2,0,1,381,26,407,542,75.0922,5,20
1018,PARAISO,11,18,222,8,3,15,3,145,3,2,1,0,0,431,6,437,541,80.7763,5,20
1019,PARAISO,5,43,83,11,7,8,7,207,2,0,0,2,0,375,19,395,517,76.4023,5,20
1019,PARAISO,5,21,77,15,7,6,6,240,4,1,1,0,0,383,13,396,517,76.5957,5,20
1019,PARAISO,6,29,85,12,10,4,9,224,4,0,0,0,0,383,17,400,516,77.5193,5,20
1020,PARAISO,8,51,21,17,9,19,14,180,3,0,0,0,0,322,0,322,589,54.6689,5,20
1020,PARAISO,10,37,138,9,11,8,10,198,4,0,0,0,0,425,16,441,589,74.8726,5,20
1020,PARAISO,10,37,110,17,7,5,10,187,2,2,0,0,0,387,15,402,589,68.2512,5,20
1020,PARAISO,9,15,120,10,8,19,13,211,3,4,0,0,0,412,12,424,589,71.9864,5,20
1021,PARAISO,9,20,105,10,11,10,4,316,4,0,0,0,1,490,27,517,687,75.2547,5,20
1021,PARAISO,5,14,117,15,14,9,10,314,3,0,0,0,0,501,17,518,687,75.4002,5,20
1021,PARAISO,5,42,78,9,10,11,0,226,4,0,0,0,1,386,21,407,686,59.3294,5,20
1022,PARAISO,4,41,106,22,9,11,8,325,4,3,1,0,2,536,9,545,714,76.3305,5,20
1022,PARAISO,9,49,106,1,15,11,10,279,4,0,0,0,0,484,20,504,714,70.5882,5,20
1022,PARAISO,10,45,91,23,13,12,9,290,3,1,0,0,0,497,17,514,714,71.9887,5,20
1022,PARAISO,16,70,105,17,17,6,5,274,2,5,0,0,1,518,16,534,713,74.8948,5,20
1022,PARAISO,10,51,113,21,15,12,5,296,2,0,0,0,0,525,10,535,713,75.035,5,20
1023,PARAISO,6,59,89,31,12,6,2,280,1,4,0,0,1,491,38,529,676,78.2544,5,20
1023,PARAISO,3,50,94,27,1,5,5,293,2,1,0,0,0,481,22,503,676,74.4082,5,20
1023,PARAISO,7,54,91,26,14,11,6,279,6,0,0,0,0,494,16,510,675,75.5555,5,20
1024,PARAISO,8,59,54,20,11,7,2,237,0,0,0,0,0,398,0,398,521,76.3915,5,20
1024,PARAISO,15,54,53,18,16,5,3,203,1,0,0,0,0,368,22,390,521,74.856,5,20
1024,PARAISO,2,45,49,22,12,6,8,240,4,1,0,0,1,390,31,421,521,80.8061,5,20
1025,PARAISO,5,51,64,17,12,8,8,271,1,2,0,0,0,439,22,461,582,79.2096,5,20
1025,PARAISO,6,68,57,9,7,6,10,271,1,0,0,1,0,436,10,446,582,76.6323,5,20
1025,PARAISO,6,42,44,20,7,9,7,273,3,0,0,0,0,411,3,414,581,71.2564,5,20
1025,PARAISO,7,48,65,24,7,4,4,271,5,0,0,0,0,435,16,451,581,77.6247,5,20
1026,PARAISO,4,67,47,34,11,5,16,321,4,0,0,0,0,509,32,541,650,83.2307,5,20
1026,PARAISO,6,65,73,26,16,8,12,288,3,0,0,0,1,498,25,523,650,80.4615,5,20
1027,PARAISO,4,98,64,24,14,9,9,335,5,1,0,0,0,563,25,589,733,80.3547,5,20
1027,PARAISO,3,94,66,26,10,0,9,324,4,0,0,0,0,536,19,555,732,75.8196,5,20
1027,PARAISO,2,92,56,25,13,6,10,372,4,0,0,0,0,580,20,600,732,81.9672,5,20
1028,PARAISO,9,47,92,17,12,14,13,249,1,4,0,0,0,458,17,475,575,82.6086,5,20
1028,PARAISO,4,40,74,12,7,8,14,286,1,0,0,0,1,447,20,468,575,81.3913,5,20
1028,PARAISO,1,43,61,27,9,7,17,273,3,3,0,0,1,445,20,465,575,80.8695,5,20
1029,PARAISO,6,71,94,28,18,4,3,197,3,0,0,0,0,424,26,450,630,71.4285,5,20
1029,PARAISO,6,62,82,25,9,5,10,219,6,0,1,0,0,425,29,454,629,72.178,5,20
1029,PARAISO,4,43,87,31,7,4,3,223,5,1,0,0,1,409,39,448,629,71.2241,5,20
1030,PARAISO,5,37,75,22,10,12,4,310,3,0,0,0,1,479,14,493,616,80.0324,5,20
1030,PARAISO,5,33,85,28,11,9,6,293,2,1,0,0,0,473,0,473,615,76.9105,5,20
1031,PARAISO,11,64,48,16,7,8,4,167,7,0,0,0,0,332,20,352,413,85.23,5,20
1031,PARAISO,4,64,31,11,5,5,3,147,3,1,0,0,4,278,33,311,413,75.3026,5,20
1032,PARAISO,2,33,71,14,9,13,7,273,6,1,2,0,1,432,19,451,577,78.1629,5,20
1032,PARAISO,0,22,82,7,10,8,4,282,0,0,0,0,1,416,18,434,577,75.2166,5,20
1032,PARAISO,5,31,79,7,13,9,7,265,1,0,1,0,0,418,21,439,577,76.0831,5,20
1033,PARAISO,2,27,58,4,10,9,9,405,6,0,0,0,0,530,22,552,714,77.3109,5,20
1033,PARAISO,5,55,35,6,9,8,12,386,3,0,0,0,1,520,17,537,713,75.3155,5,20
1034,PARAISO,2,25,64,13,4,10,3,244,1,0,0,0,1,367,16,383,471,81.3163,5,20
1034,PARAISO,5,15,39,16,3,10,1,210,4,0,0,0,0,303,4,307,470,65.3191,5,20
1034,PARAISO,2,25,64,13,4,10,3,244,1,1,0,0,0,367,16,383,389,98.4575,5,20
1035,PARAISO,2,20,39,13,4,7,7,272,5,0,0,0,1,370,16,386,468,82.4786,5,20
1035,PARAISO,3,26,42,20,6,4,2,253,0,0,0,0,0,356,24,380,467,81.3704,5,20
1035,PARAISO,1,12,59,7,1,5,3,212,1,1,0,0,0,302,15,317,384,82.552,5,20
1036,TACOTALPA,8,54,24,34,50,45,5,212,10,4,0,0,1,447,20,467,646,72.291,6,11
