SECCIÓN ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PT,MC,NA,MORENA,ES,"PAN, PRD Y MC",PAN Y PRD,PAN Y MC,PRD Y MC,"PT, MORENA Y ES",PT Y MORENA,PT Y ES,MORENA Y ES,NÚMERO DE VOTOS VÁLIDOS,NÚMERO DE VOTOS NULOS,TOTAL DE VOTOS,LISTA NOMINAL,% PARTICIPACIÓN CIUDADANA
0374,CENTRO,15,42,20,11,2,2,245,1,1,0,0,0,7,2,0,1,372,11,383,529,72.4007
0374,CENTRO,9,43,22,3,2,1,248,1,0,0,0,0,6,2,1,4,358,8,366,529,69.1871
0375,CENTRO,9,46,27,3,3,8,258,1,1,0,0,0,5,0,0,0,379,5,384,525,73.1428
0375,CENTRO,7,7,26,9,7,4,249,4,0,0,0,0,0,0,0,0,313,2,315,525,60.0000
0376,CENTRO,10,60,29,7,9,5,250,7,2,0,0,0,2,0,0,1,406,9,415,563,73.7122
0376,CENTRO,5,51,18,9,6,5,243,4,1,0,0,1,8,2,0,0,394,4,398,562,70.8185
0392,CENTRO,8,55,22,7,3,5,283,3,0,0,0,0,4,2,0,1,414,7,421,600,70.1666
0392,CENTRO,9,36,14,8,2,5,277,0,0,0,0,0,0,0,0,0,351,3,354,599,59.0984
0392,CENTRO,0,22,19,6,3,3,196,2,1,0,0,1,6,2,0,1,266,4,270,,
0393,CENTRO,6,45,33,7,5,1,271,5,0,0,0,1,8,5,1,4,409,11,420,600,70.0000
0393,CENTRO,6,33,33,18,10,0,248,5,0,0,0,0,0,9,1,3,366,7,373,600,62.1666
0393,CENTRO,4,36,36,9,1,3,260,6,2,1,0,0,7,4,2,1,390,10,400,599,66.7779
0394,CENTRO,6,58,28,9,4,2,245,3,1,0,0,1,6,2,0,2,377,11,388,561,69.1622
0394,CENTRO,4,47,31,14,6,1,227,2,2,0,0,0,5,2,0,1,361,8,369,560,65.8928
0395,CENTRO,4,25,23,2,7,5,276,4,4,0,0,0,2,3,2,2,363,11,380,543,69.9815
0395,CENTRO,6,35,21,3,5,6,261,3,1,0,1,3,4,0,0,1,367,8,375,543,69.0607
0396,CENTRO,6,32,21,8,9,2,234,2,0,0,0,0,0,4,0,1,319,4,323,496,65.1209
0396,CENTRO,3,28,16,9,3,7,237,1,0,0,0,0,7,1,0,2,331,21,352,496,70.9677
0397,CENTRO,14,45,27,4,6,1,236,2,1,0,0,0,8,4,1,0,366,7,373,558,66.8458
0397,CENTRO,4,50,22,7,4,2,254,5,0,0,0,0,0,9,1,3,377,7,384,558,68.8172
0397,CENTRO,8,51,24,3,7,4,246,1,1,2,2,0,4,1,0,0,372,5,377,557,67.6840
0399,CENTRO,6,79,21,6,9,4,272,11,0,0,0,0,12,3,0,1,454,15,469,654,71.7125
0399,CENTRO,6,67,40,8,5,4,263,7,2,0,0,0,9,0,0,1,437,8,445,654,68.0428
0400,CENTRO,3,60,24,10,10,14,272,2,0,0,0,0,0,0,0,0,404,9,413,641,64.4305
0400,CENTRO,6,64,32,3,6,0,259,3,2,0,0,0,7,3,0,3,408,15,423,640,66.0937
0409,CENTRO,12,40,35,5,8,4,301,4,2,1,0,1,7,2,0,2,452,9,461,649,71.0323
0409,CENTRO,5,48,24,13,6,5,270,1,1,1,0,0,11,1,0,2,421,11,432,649,66.5639
0452,CENTRO,9,22,21,13,7,3,143,2,0,1,2,0,2,3,2,1,241,7,248,526,47.1482
0452,CENTRO,6,18,14,9,7,2,183,2,0,0,0,0,6,9,0,0,258,7,282,526,53.6121
0452,CENTRO,3,19,10,9,6,1,153,4,0,1,0,0,1,1,0,1,218,18,236,525,44.9523
0452,CENTRO,4,66,21,25,5,2,201,5,1,0,1,0,6,4,0,1,342,24,366,528,69.3181
0452,CENTRO,27,57,24,9,7,5,284,3,1,1,0,0,5,4,0,1,435,14,449,740,60.6756
0452,CENTRO,32,51,36,15,4,5,276,1,1,0,0,0,5,4,1,0,441,11,452,740,61.0810
0452,CENTRO,31,68,30,21,5,2,309,1,15,0,20,0,0,0,0,0,502,2,504,739,68.2002
0452,CENTRO,16,58,41,5,8,4,283,4,0,0,0,1,6,1,0,3,443,14,457,739,61.8403
0452,CENTRO,32,57,32,8,0,8,299,1,2,0,0,0,3,5,0,0,458,11,469,739,63.4641
0453,CENTRO,10,37,26,6,3,3,313,1,1,11,0,0,7,2,0,3,438,9,447,659,67.8300
0453,CENTRO,11,48,21,7,7,6,266,25,1,0,0,2,9,6,2,2,438,9,447,659,67.8300
0453,CENTRO,11,41,27,12,7,5,270,5,0,0,0,0,9,4,0,3,412,25,437,659,66.3125
0458,CENTRO,4,36,31,4,9,2,292,0,0,1,1,2,8,1,0,1,411,13,424,670,63.2835
0458,CENTRO,8,39,26,4,3,0,303,0,1,1,0,1,3,0,0,0,406,10,416,670,62.0895
0458,CENTRO,16,69,40,12,18,3,169,8,3,0,0,0,14,1,0,9,396,26,422,670,62.9850
0458,CENTRO,12,40,27,3,4,3,299,1,1,0,0,0,7,6,1,0,423,9,432,669,64.5739
0464,CENTRO,5,46,44,9,7,2,288,4,2,1,0,0,7,3,1,4,436,11,447,697,64.1319
0464,CENTRO,9,45,38,7,13,5,292,7,1,3,0,1,8,7,0,1,452,9,461,697,66.1406
0464,CENTRO,4,30,47,13,8,2,291,14,4,2,0,0,2,2,0,4,444,11,455,697,65.2797
0464,CENTRO,4,37,33,7,6,2,295,7,0,0,0,1,2,1,0,0,409,20,429,696,61.6379
0464,CENTRO,9,38,32,13,11,4,302,6,1,0,0,2,8,2,1,3,445,16,462,696,66.3793
0465,CENTRO,10,31,45,7,9,5,354,3,2,2,1,0,10,2,0,0,503,10,513,740,69.3243
0465,CENTRO,6,62,57,6,7,0,311,3,0,0,0,0,4,0,0,3,472,12,484,739,65.4939
0465,CENTRO,9,42,61,7,9,7,327,2,1,1,0,0,10,3,0,3,490,16,506,739,68.4709
0465,CENTRO,9,55,41,4,13,4,317,2,3,1,0,0,0,3,0,0,464,13,477,739,64.5466
0232,CENTRO,10,43,33,8,7,6,305,4,1,0,0,1,3,3,1,0,443,10,453,724,62.5690
0232,CENTRO,9,45,28,9,5,5,296,2,2,0,0,0,6,4,0,3,434,9,443,724,61.1878
0232,CENTRO,8,50,28,9,11,6,290,2,2,1,0,1,9,0,0,2,437,6,443,724,61.1878
0232,CENTRO,6,44,36,6,5,2,272,3,0,1,1,1,8,5,0,2,421,13,434,723,60.0276
0232,CENTRO,15,52,44,9,9,5,300,2,1,0,0,0,7,3,0,4,455,10,465,723,64.3153
0232,CENTRO,8,59,27,8,7,3,311,3,1,1,0,0,4,5,0,2,452,7,460,723,63.6237
0232,CENTRO,7,43,35,5,12,6,306,4,0,0,0,0,24,2,0,1,459,9,468,723,64.7302
0232,CENTRO,24,61,53,6,11,6,337,5,3,0,0,0,7,3,0,0,549,2,552,748,73.7967
0232,CENTRO,14,74,48,10,9,5,353,3,1,0,0,0,2,0,0,1,534,11,545,748,72.8609
0232,CENTRO,12,67,44,8,8,14,346,4,0,1,0,0,5,3,0,1,539,13,552,747,73.8955
0232,CENTRO,15,63,39,6,9,5,366,1,1,1,0,0,3,2,0,2,537,7,544,747,72.8246
0232,CENTRO,18,64,36,13,4,14,362,4,2,1,1,0,5,1,0,1,547,12,559,747,74.8326
0232,CENTRO,22,52,41,12,9,3,340,3,4,0,0,1,4,2,0,1,510,9,519,747,69.4779
0232,CENTRO,19,71,40,5,7,6,367,1,2,0,0,0,3,1,0,0,547,6,553,747,74.0294
0232,CENTRO,3,35,40,4,6,1,229,2,3,1,0,2,7,2,0,0,359,16,375,636,58.9622
0232,CENTRO,4,31,31,2,4,1,244,1,0,1,0,0,6,2,0,2,351,18,369,636,58.0188
0232,CENTRO,7,31,37,7,6,2,235,2,2,0,0,1,2,0,0,2,364,14,378,636,59.4339
0232,CENTRO,7,35,39,8,1,2,245,3,4,0,0,0,3,4,5,29,385,13,398,635,62.6771
0233,CENTRO,2,30,16,3,5,3,233,2,1,0,0,0,4,2,0,1,319,3,322,438,73.5159
0233,CENTRO,6,49,18,5,4,2,230,1,0,0,1,0,3,7,0,1,340,3,343,438,78.3105
0234,CENTRO,4,33,27,6,5,8,299,0,1,0,2,0,6,4,0,0,395,12,407,667,61.0194
0234,CENTRO,8,36,18,7,6,1,305,7,2,1,0,1,8,3,1,4,428,8,436,666,65.4654
0234,CENTRO,6,48,22,10,6,8,302,3,2,0,0,0,7,3,0,1,439,8,447,666,67.1171
0234,CENTRO,9,39,22,9,7,6,306,1,0,0,0,0,3,4,0,5,440,10,450,666,67.5675
0234,CENTRO,5,48,23,12,7,4,300,2,3,1,0,0,5,2,0,1,433,10,443,666,66.5165
0234,CENTRO,6,45,25,9,5,2,297,2,0,0,0,0,8,3,0,3,438,6,444,666,66.6666
0235,CENTRO,6,44,18,6,3,4,236,2,2,0,1,0,5,2,0,0,355,8,363,455,79.7802
0235,CENTRO,5,46,27,5,6,6,201,3,1,0,0,0,3,2,0,0,322,11,333,455,73.1868
0236,CENTRO,3,48,28,8,1,1,141,4,2,0,0,0,4,4,0,1,260,6,266,417,63.7889
0236,CENTRO,8,47,34,2,3,5,204,2,0,1,0,0,4,1,0,0,323,0,323,417,77.4580
0237,CENTRO,7,68,31,9,18,4,275,8,1,0,0,0,7,2,1,3,449,13,462,739,62.5169
0237,CENTRO,11,57,41,8,17,2,301,1,3,1,0,2,7,2,0,0,469,17,486,739,65.7645
0237,CENTRO,5,45,33,8,17,3,280,6,4,2,0,0,8,5,0,0,416,5,443,738,60.0271
0237,CENTRO,7,58,43,4,20,4,272,4,2,0,0,0,11,4,0,2,449,3,452,738,61.2466
0238,CENTRO,7,46,30,9,6,1,250,5,2,1,1,0,7,5,0,4,397,7,404,644,62.7329
0238,CENTRO,6,66,32,10,8,5,244,4,0,1,0,0,9,3,0,2,415,3,418,643,65.0077
0238,CENTRO,14,56,25,7,8,2,267,0,1,2,0,0,4,6,0,0,416,8,424,643,65.9409
0239,CENTRO,6,74,38,12,6,4,362,0,0,0,0,0,3,2,0,0,528,18,546,750,72.8000
0240,CENTRO,4,38,32,6,7,2,206,2,0,0,0,0,0,0,0,0,317,3,320,416,76.9230
0240,CENTRO,6,30,22,5,8,0,212,2,2,1,0,0,3,2,0,4,313,4,317,416,76.2019
0241,CENTRO,7,49,23,7,6,5,279,2,7,0,0,0,3,1,0,1,407,8,415,595,69.7478
0241,CENTRO,7,52,25,6,5,3,275,1,0,4,0,0,7,4,0,1,409,5,414,595,69.5798
0241,CENTRO,5,33,31,6,5,3,298,0,1,0,0,0,11,0,0,0,412,9,421,595,70.7563
0241,CENTRO,5,26,15,7,3,2,280,9,1,9,9,1,9,9,9,3,397,10,407,594,68.5185
0242,CENTRO,6,63,27,10,10,2,299,5,1,0,0,0,10,4,0,4,462,9,471,731,64.4322
0242,CENTRO,10,44,35,7,4,1,317,2,1,0,0,1,8,1,0,1,451,11,462,731,63.2010
0242,CENTRO,6,60,27,8,8,7,327,3,2,1,0,0,5,4,0,4,462,12,492,731,67.3050
0242,CENTRO,8,50,23,10,9,8,340,3,1,1,0,0,5,3,0,3,482,2,485,730,66.4383
0243,CENTRO,15,43,37,5,9,2,296,0,3,0,0,0,14,3,0,0,457,11,468,655,71.4503
0243,CENTRO,4,45,35,7,3,4,300,1,2,0,0,1,3,4,0,2,438,8,446,655,68.0916
0244,CENTRO,6,41,30,7,6,5,222,3,1,0,0,0,14,8,0,0,367,13,380,555,68.4684
0244,CENTRO,7,33,34,8,4,6,231,1,2,1,0,2,5,4,1,3,364,4,368,554,66.4259
0245,CENTRO,8,48,24,10,9,5,230,2,4,1,0,0,5,1,0,0,370,11,381,578,65.9169
0245,CENTRO,1,32,26,5,6,4,261,4,1,0,0,2,7,3,1,0,377,10,387,578,66.9550
0245,CENTRO,8,52,18,5,5,5,241,1,1,1,0,1,4,1,0,0,369,13,382,578,66.0899
0245,CENTRO,2,46,34,5,10,3,279,2,3,1,0,0,9,3,0,1,415,4,419,577,72.6169
0246,CENTRO,13,53,22,5,3,7,249,0,4,0,1,0,6,5,0,4,384,6,390,585,66.6666
0246,CENTRO,8,64,16,4,7,7,243,2,1,0,0,0,0,5,1,1,364,10,375,584,64.2123
0247,CENTRO,10,50,16,2,8,0,198,0,0,0,0,0,2,3,0,3,304,6,310,520,59.6153
0247,CENTRO,8,40,22,8,5,1,235,2,1,1,1,0,5,4,0,0,347,4,351,520,67.5000
0248,CENTRO,7,49,40,9,8,4,326,0,3,0,0,0,14,6,2,2,490,6,496,716,69.2737
0248,CENTRO,11,60,29,13,5,5,316,1,3,1,0,1,8,1,1,1,482,13,495,715,69.2307
0249,CENTRO,3,39,24,9,15,4,256,2,4,0,1,0,12,0,0,3,399,21,420,671,62.5931
0249,CENTRO,13,36,32,9,6,3,275,3,2,0,0,0,0,2,0,1,390,5,395,671,58.8673
0249,CENTRO,9,37,21,8,7,4,286,3,1,0,0,0,9,2,0,0,418,11,429,670,64.0298
0249,CENTRO,5,34,20,9,8,3,283,4,2,0,1,0,3,3,0,2,406,13,419,670,62.5373
0249,CENTRO,7,31,21,12,12,1,290,4,4,0,0,0,6,9,0,0,421,13,438,670,65.3731
0249,CENTRO,7,28,21,9,14,4,259,3,3,0,0,0,6,0,0,1,384,10,394,670,58.8059
0249,CENTRO,8,29,25,9,13,3,283,4,1,1,0,0,11,5,0,3,414,13,427,670,63.7313
0249,CENTRO,3,49,25,5,15,4,265,0,0,0,0,0,5,3,0,4,401,19,420,670,62.6865
0249,CENTRO,6,55,24,7,8,7,253,0,2,0,0,0,9,3,0,1,399,14,413,670,61.6417
0250,CENTRO,18,68,32,10,9,3,215,2,1,0,0,0,3,1,0,0,370,6,376,510,73.7254
0250,CENTRO,20,59,16,15,4,4,212,1,2,0,0,1,5,0,0,0,352,8,361,510,70.7843
0250,CENTRO,13,59,22,5,5,10,227,1,1,0,0,0,5,1,0,0,363,3,366,510,71.7647
0251,CENTRO,14,48,34,8,4,4,308,5,0,0,0,0,3,2,8,0,457,19,476,689,69.0856
0251,CENTRO,19,59,34,9,4,4,247,1,1,0,0,0,12,1,0,1,416,13,429,688,62.3546
0251,CENTRO,9,54,48,9,8,2,282,2,1,0,0,0,6,3,0,1,445,12,457,688,66.4244
0251,CENTRO,11,53,30,6,5,4,302,0,1,0,0,0,10,2,0,0,448,10,459,688,66.7151
0252,CENTRO,14,69,29,3,5,5,206,1,1,0,0,0,4,0,0,0,349,7,356,474,75.1054
0252,CENTRO,7,57,17,4,8,4,245,1,0,1,0,0,8,5,0,0,371,4,375,474,79.1139
0253,CENTRO,9,57,33,10,4,0,298,0,1,1,0,1,8,2,0,2,440,9,449,612,73.3660
0253,CENTRO,9,54,24,10,5,6,288,4,1,0,0,0,11,4,0,2,437,12,449,612,73.3660
0253,CENTRO,10,55,32,3,9,6,270,1,0,0,0,0,2,1,1,1,410,9,419,612,68.4640
0253,CENTRO,11,55,23,9,3,5,262,1,1,0,0,2,10,4,0,1,405,4,409,612,66.8300
0253,CENTRO,10,45,49,9,8,8,274,4,0,0,0,0,8,1,0,3,438,5,443,612,72.3856
0254,CENTRO,3,32,35,10,8,3,290,0,1,1,0,0,5,3,0,1,392,1,393,630,62.3809
0254,CENTRO,8,41,23,4,8,2,291,3,2,0,0,1,7,6,0,2,408,11,419,630,66.5079
0254,CENTRO,4,34,24,12,4,7,292,5,3,0,0,0,10,0,4,2,410,8,418,630,66.3492
0254,CENTRO,6,32,21,7,4,4,299,2,0,0,0,1,9,1,0,0,398,10,408,630,64.7619
0254,CENTRO,7,44,25,7,11,4,284,3,1,0,0,0,4,2,0,0,405,7,412,630,65.3968
0254,CENTRO,8,37,21,3,5,4,289,5,0,0,0,0,3,2,0,0,391,8,399,,
0255,CENTRO,13,95,30,7,4,1,281,3,1,0,0,0,10,2,0,1,463,11,474,663,71.4932
0255,CENTRO,15,105,31,7,3,8,294,2,1,1,0,0,3,2,0,1,485,5,490,662,74.0181
0256,CENTRO,17,97,41,11,10,11,268,0,1,2,0,0,7,2,0,3,485,6,491,649,75.6548
0256,CENTRO,18,73,40,6,8,6,321,2,1,0,0,0,5,0,0,0,548,4,552,648,85.1851
0257,CENTRO,17,103,34,16,5,11,260,2,2,0,0,1,3,1,0,0,461,5,466,661,70.4992
0257,CENTRO,28,110,34,9,5,12,270,1,1,0,1,0,1,0,0,0,478,4,482,660,73.0303
0258,CENTRO,17,71,31,6,10,9,303,2,0,0,0,0,7,2,0,2,480,10,490,649,75.5007
0259,CENTRO,18,71,28,3,7,4,209,1,1,0,0,0,6,1,0,0,357,3,360,489,73.6196
0259,CENTRO,20,74,30,5,6,3,210,1,4,1,0,0,1,0,0,0,356,8,364,488,74.5901
0260,CENTRO,10,54,12,1,4,4,242,1,1,0,0,1,5,4,0,2,363,14,377,570,66.1403
0260,CENTRO,5,34,17,9,9,3,253,5,0,0,0,0,5,1,0,2,358,11,369,570,64.7368
0260,CENTRO,4,44,19,4,4,5,246,2,0,0,0,0,8,5,0,1,342,12,354,569,62.2144
0261,CENTRO,19,116,25,5,6,3,269,3,0,1,0,0,4,2,0,2,467,3,470,623,75.4414
0261,CENTRO,18,99,44,10,4,2,288,2,0,0,0,0,5,5,0,0,485,2,487,622,78.2958
0262,CENTRO,11,64,34,6,4,5,249,2,2,0,0,0,3,0,0,3,399,7,406,569,71.3532
0262,CENTRO,11,77,41,6,12,7,249,6,0,1,0,0,1,1,2,0,423,6,429,569,75.3954
0263,CENTRO,15,58,24,5,7,2,213,2,1,0,0,0,7,1,2,0,349,5,354,483,73.2919
0264,CENTRO,7,48,30,9,4,6,273,2,2,2,0,2,5,0,0,1,401,11,412,586,70.3071
0264,CENTRO,8,72,20,6,9,5,257,3,1,1,0,0,6,4,0,2,401,11,412,585,70.4273
0265,CENTRO,14,64,27,5,6,11,172,0,1,0,0,0,6,1,0,2,314,2,316,416,75.9615
0265,CENTRO,14,73,27,5,7,8,184,2,2,0,0,0,1,1,0,0,327,3,331,415,79.7590
0266,CENTRO,17,59,18,9,2,4,211,2,1,1,0,0,4,0,0,1,338,7,345,512,67.3828
0267,CENTRO,25,88,26,10,11,10,278,1,1,2,0,2,6,1,0,1,472,9,481,644,74.6894
0267,CENTRO,24,96,38,6,5,10,264,3,0,2,0,0,3,0,0,2,462,11,473,643,73.5614
0267,CENTRO,30,106,27,5,9,7,277,2,3,3,0,0,1,1,0,2,483,4,487,643,75.7387
0269,CENTRO,9,42,53,8,23,5,264,3,0,1,0,0,17,2,0,4,447,13,460,661,69.5915
0269,CENTRO,12,39,49,13,19,3,264,5,1,0,0,1,10,2,0,1,443,26,469,660,71.0606
0270,CENTRO,10,43,36,11,23,6,303,2,2,1,0,1,12,7,0,4,461,16,477,735,64.8979
0270,CENTRO,7,47,44,12,20,3,298,4,1,1,0,2,5,9,1,1,469,17,486,735,66.1224
0271,CENTRO,4,45,29,8,5,2,188,4,0,0,0,1,4,0,0,0,299,7,315,455,69.2307
0272,CENTRO,3,26,12,3,4,0,184,1,0,0,0,1,2,3,0,0,249,7,256,401,63.8403
0272,CENTRO,7,26,16,3,2,3,187,1,1,0,0,2,1,1,0,4,262,7,270,400,67.5000
0278,CENTRO,9,60,22,1,2,1,195,1,1,0,1,0,4,4,1,0,309,5,314,422,74.4075
0278,CENTRO,18,75,12,5,2,8,221,2,1,0,0,0,4,3,1,1,358,5,363,421,86.2232
0280,CENTRO,10,58,59,5,15,3,306,4,5,0,0,2,6,5,0,2,509,15,524,736,71.1956
0280,CENTRO,10,45,36,16,15,4,314,2,3,0,0,1,7,9,0,4,488,12,500,735,68.0272
0281,CENTRO,6,18,33,7,22,5,280,3,5,0,0,0,14,0,0,0,406,18,425,635,66.9291
0281,CENTRO,3,26,40,14,19,2,268,1,4,0,0,0,10,4,0,2,416,15,431,634,67.9810
0419,CENTRO,1,39,38,2,3,0,269,0,0,0,0,0,7,2,0,1,363,5,368,497,74.0442
0420,CENTRO,8,17,66,13,14,1,271,8,2,0,0,3,5,0,0,2,437,15,452,568,79.5774
0420,CENTRO,7,15,68,15,19,2,258,5,0,2,0,1,7,1,0,4,425,11,436,568,76.7605
0420,CENTRO,5,24,50,9,15,2,290,7,0,2,0,1,5,3,0,1,428,13,441,568,77.6408
0421,CENTRO,4,13,27,7,4,1,395,3,3,1,0,0,4,2,0,1,489,11,500,605,82.6446
0421,CENTRO,5,13,55,7,11,0,374,4,0,0,0,1,5,1,0,0,492,5,497,605,82.1487
0421,CENTRO,7,16,50,11,17,0,341,2,1,1,0,0,6,2,0,0,480,10,490,605,80.9917
0421,CENTRO,12,14,39,7,6,3,389,2,1,0,0,1,1,3,0,0,495,2,497,604,82.2847
0422,CENTRO,3,20,57,13,17,2,369,6,3,0,0,0,9,0,0,0,524,9,533,656,81.2500
0422,CENTRO,1,23,53,6,7,1,388,7,3,0,0,1,4,2,0,0,534,6,540,656,82.3170
0422,CENTRO,8,17,53,5,13,1,381,8,1,1,0,0,11,2,0,1,526,6,532,655,81.2213
0422,CENTRO,8,31,67,13,8,4,381,3,0,0,0,1,5,2,0,2,541,10,551,655,84.1221
0423,CENTRO,6,29,59,5,6,3,341,6,3,0,0,0,7,5,0,1,498,2,500,605,82.6446
0423,CENTRO,5,27,35,8,11,2,365,5,2,0,0,0,7,1,0,5,495,6,501,604,82.9470
0423,CENTRO,5,35,49,8,9,1,344,0,0,0,0,0,8,0,0,6,491,7,498,604,82.4503
0423,CENTRO,9,10,50,10,4,7,373,2,1,0,0,0,12,2,0,1,501,5,507,604,83.9403
0423,CENTRO,4,34,41,5,6,1,357,1,2,0,0,1,7,2,0,2,498,3,501,604,82.9470
0424,CENTRO,2,10,16,2,7,0,39,4,0,0,0,0,1,0,0,0,85,1,86,105,81.9047
0425,CENTRO,12,42,50,7,23,1,372,6,4,1,1,2,3,1,0,1,540,11,551,721,76.4216
0425,CENTRO,9,28,46,6,17,1,396,5,2,1,0,0,7,0,0,0,529,8,537,721,74.4798
0425,CENTRO,13,29,61,8,15,2,369,0,0,1,0,0,6,3,0,0,507,3,510,721,70.7350
0426,CENTRO,9,24,59,6,25,0,415,3,2,0,0,0,3,0,6,0,559,4,563,700,80.4285
0426,CENTRO,6,17,54,1,8,8,433,7,0,0,0,0,0,0,0,0,534,59,593,700,84.7142
0426,CENTRO,11,24,35,14,19,1,427,6,1,0,0,0,6,1,0,2,555,6,561,699,80.2575
0427,CENTRO,9,27,40,5,7,3,325,1,1,0,0,0,5,0,0,1,426,5,431,562,76.6903
0427,CENTRO,5,27,38,4,3,5,303,0,7,0,0,1,2,1,0,0,401,10,411,561,73.2620
0427,CENTRO,12,20,51,8,6,5,299,1,3,0,0,0,6,1,0,0,421,8,429,561,76.4705
0428,CENTRO,0,28,33,6,6,1,336,2,0,0,0,0,2,1,0,2,427,5,432,527,81.9734
0428,CENTRO,3,29,32,2,8,1,293,1,1,0,0,0,1,3,0,1,383,6,389,526,73.9543
0428,CENTRO,10,37,33,2,7,3,287,2,2,1,0,0,9,2,0,0,403,5,408,526,77.5665
0429,CENTRO,14,47,55,6,17,4,344,2,4,1,0,0,7,1,0,0,511,3,514,662,77.6435
0429,CENTRO,6,39,41,3,8,2,378,1,6,0,0,0,3,4,0,2,498,11,509,662,76.8882
0429,CENTRO,10,30,42,9,6,3,337,0,0,0,0,0,4,3,0,0,450,9,459,661,69.4402
0430,CENTRO,7,19,30,6,5,5,314,1,1,1,0,0,6,4,0,0,412,6,418,642,65.1090
0430,CENTRO,8,30,41,9,8,1,302,2,0,1,0,0,4,6,0,3,425,9,434,642,67.6012
0430,CENTRO,9,27,37,13,5,3,293,5,2,0,0,0,6,6,0,0,412,8,420,642,65.4205
0430,CENTRO,6,23,38,5,10,3,295,4,3,0,0,0,6,2,0,3,421,18,439,642,68.3800
0430,CENTRO,5,22,26,5,3,2,310,0,4,0,0,2,0,0,0,1,380,18,398,642,61.9937
0430,CENTRO,5,22,33,8,4,0,299,5,2,0,0,0,5,1,0,1,393,9,402,641,62.7145
0431,CENTRO,5,35,26,10,11,3,335,2,3,0,0,4,1,0,0,13,448,9,462,655,70.5343
0431,CENTRO,7,39,34,9,7,6,300,2,2,0,0,0,12,1,0,1,434,14,448,655,68.3969
0431,CENTRO,9,20,35,11,6,6,317,1,0,0,0,1,9,2,0,2,434,12,446,655,68.0916
0432,CENTRO,3,34,47,6,8,1,374,2,1,0,0,0,10,4,0,1,503,9,512,734,69.7547
0432,CENTRO,4,24,36,5,8,2,348,2,2,0,0,0,11,1,0,4,458,5,463,734,63.0790
0432,CENTRO,7,21,22,13,9,2,337,5,0,0,0,1,0,0,0,0,427,8,435,,
0433,CENTRO,7,22,34,11,8,3,329,0,0,0,0,2,3,4,0,3,445,8,453,638,71.0031
0433,CENTRO,2,23,31,6,4,6,346,5,0,0,0,0,7,3,0,0,446,10,456,638,71.4733
0433,CENTRO,6,31,37,8,14,4,325,4,0,0,0,0,4,1,0,1,451,11,462,638,72.4137
0434,CENTRO,8,66,31,10,5,0,308,3,3,0,0,0,6,0,0,0,463,11,474,623,76.0834
0434,CENTRO,6,49,29,14,8,5,289,5,0,0,0,1,9,2,0,2,441,9,450,622,72.3472
0435,CENTRO,9,45,35,6,7,3,316,6,0,0,0,0,0,0,0,0,436,6,442,683,64.7144
0435,CENTRO,6,37,36,6,2,5,318,4,2,0,0,0,7,3,0,1,444,7,451,683,66.0322
0435,CENTRO,7,38,36,4,7,0,315,3,1,1,1,0,2,1,0,2,441,9,450,683,65.8857
0435,CENTRO,7,25,40,10,11,4,292,2,1,0,0,0,10,2,0,2,415,15,430,683,62.9575
0435,CENTRO,4,33,28,9,2,2,320,3,0,1,0,2,5,6,0,0,426,12,438,683,64.1288
0435,CENTRO,6,29,35,8,9,14,309,3,0,0,0,0,8,1,0,1,438,6,444,683,65.0073
0435,CENTRO,10,39,37,5,5,4,307,1,3,0,0,0,7,1,0,0,436,9,445,683,65.1537
0435,CENTRO,5,38,37,0,6,4,309,1,1,0,0,0,4,0,0,0,405,7,412,683,60.3221
0436,CENTRO,7,22,39,15,11,3,311,10,1,0,0,0,15,1,0,0,454,10,464,627,74.0031
0436,CENTRO,5,34,62,15,11,3,328,1,1,0,0,0,0,0,0,3,473,13,487,627,77.6714
0436,CENTRO,8,27,48,10,8,2,305,5,2,0,0,2,9,1,0,4,452,10,462,626,73.8019
0436,CENTRO,9,20,36,12,5,0,324,8,0,1,0,0,11,5,0,7,452,12,464,626,74.1214
0437,CENTRO,5,18,66,5,17,1,234,4,1,0,0,0,9,1,0,3,383,13,425,505,84.1584
0437,CENTRO,5,30,51,10,14,4,266,1,3,0,0,2,4,2,2,0,412,9,421,505,83.3663
0437,CENTRO,6,17,30,4,11,1,333,4,0,0,0,0,9,0,0,1,427,5,432,504,85.7142
0438,CENTRO,8,27,37,7,7,0,382,2,2,0,1,0,2,3,1,3,499,11,510,707,72.1357
0438,CENTRO,2,33,33,12,14,3,383,7,0,0,0,0,11,5,0,0,509,1,518,707,73.2673
0438,CENTRO,3,24,47,19,7,1,365,0,6,0,0,0,10,7,1,3,513,13,526,706,74.5042
0439,CENTRO,5,14,39,9,4,2,204,4,0,0,0,0,8,4,0,2,302,3,305,515,59.2233
0439,CENTRO,7,12,28,16,3,2,222,7,2,0,0,0,11,2,0,0,314,1,315,514,61.2840
0440,CENTRO,7,56,45,6,11,9,347,3,2,0,1,1,11,2,1,3,510,6,516,742,69.5417
0440,CENTRO,14,55,29,8,8,3,329,3,2,0,0,0,10,3,0,0,479,5,484,742,65.2291
0440,CENTRO,0,61,0,0,0,2,369,0,69,0,0,0,0,0,0,0,521,7,528,741,71.2550
0440,CENTRO,22,74,36,3,5,11,346,4,1,0,0,0,2,3,0,0,524,2,526,741,70.9851
