SECCIÓN ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PT,MC,NA,MORENA,ES,"PAN, PRD Y MC",PAN Y PRD,PAN Y MC,PRD Y MC,"PT, MORENA Y ES",PT Y MORENA,PT Y ES,MORENA Y ES,NÚMERO DE VOTOS VÁLIDOS,NÚMERO DE VOTOS NULOS,TOTAL DE VOTOS,LISTA NOMINAL,% PARTICIPACIÓN CIUDADANA
1036,TACOTALPA,8,50,43,6,67,3,241,3,0,0,0,0,0,0,0,0,421,22,443,645,68.6821
1037,TACOTALPA,11,37,34,8,32,0,195,3,3,0,0,1,2,0,0,1,335,31,366,500,73.2000
1037,TACOTALPA,4,60,29,14,39,4,185,3,1,0,0,2,4,1,0,0,357,24,381,500,76.2000
1038,TACOTALPA,17,75,28,10,43,4,238,4,6,0,0,1,5,1,0,3,443,43,486,669,72.6457
1038,TACOTALPA,14,91,22,13,53,5,220,3,4,2,1,2,5,1,0,1,452,41,493,668,73.8023
1038,TACOTALPA,21,74,37,11,34,3,243,3,0,0,0,8,5,0,0,0,443,39,482,668,72.1556
1039,TACOTALPA,9,66,52,3,39,1,209,6,2,0,0,0,3,0,0,0,403,28,431,559,77.1019
1039,TACOTALPA,9,79,35,14,43,2,209,2,1,0,1,0,1,3,0,2,412,20,432,558,77.4193
1040,TACOTALPA,9,75,54,14,52,11,191,4,4,4,0,2,0,3,0,1,430,57,487,672,72.4702
1040,TACOTALPA,9,77,53,9,47,7,182,5,6,1,0,0,3,4,0,0,410,50,460,671,68.5543
1040,TACOTALPA,6,46,27,9,20,3,303,4,3,0,0,3,5,0,0,4,442,24,466,,
1041,TACOTALPA,13,65,70,10,66,1,212,4,9,0,0,0,6,0,0,0,459,92,551,732,75.2732
1042,TACOTALPA,0,44,0,0,0,1,0,0,89,0,0,0,183,0,0,0,319,42,361,562,64.2348
1042,TACOTALPA,14,41,37,9,24,3,169,1,3,0,0,2,3,0,0,0,307,55,362,562,64.4128
1043,TACOTALPA,4,18,9,0,15,1,69,0,0,0,0,0,1,0,0,0,118,6,124,177,70.0564
1044,TACOTALPA,13,25,61,11,23,2,122,7,3,0,3,0,3,1,2,1,278,41,319,503,63.4194
1044,TACOTALPA,9,30,63,4,31,0,108,4,0,0,0,2,0,1,0,0,252,68,321,502,63.9442
1044,TACOTALPA,11,21,47,8,19,2,116,2,2,0,0,0,2,1,0,1,233,58,291,502,57.9681
1045,TACOTALPA,17,29,31,11,48,8,201,4,0,5,0,0,0,0,0,3,362,58,420,631,66.5610
1046,TACOTALPA,9,37,49,13,50,2,196,3,2,1,0,0,3,1,0,0,372,47,419,596,70.3020
1046,TACOTALPA,13,48,37,7,34,3,211,3,1,0,0,1,4,0,3,1,366,60,426,596,71.4765
1047,TACOTALPA,8,33,38,7,54,2,128,4,1,0,0,1,0,1,0,0,279,25,304,386,78.7564
1048,TACOTALPA,4,28,17,9,11,1,111,1,2,0,0,0,3,2,0,0,191,13,204,309,66.0194
1049,TACOTALPA,18,92,68,10,55,5,192,4,4,1,0,3,3,2,1,0,459,69,528,744,70.9677
1049,TACOTALPA,16,86,60,13,61,8,212,7,5,0,1,3,8,1,1,1,490,67,557,744,74.8655
1049,TACOTALPA,6,17,5,3,14,1,60,1,2,0,1,0,2,0,0,0,112,28,140,200,70.0000
1050,TACOTALPA,8,47,32,5,25,7,189,9,1,1,0,0,2,1,0,1,341,39,380,589,64.5161
1050,TACOTALPA,13,31,36,12,20,13,203,11,2,1,0,2,1,1,1,1,357,34,391,588,66.4965
1050,TACOTALPA,4,75,79,13,12,1,132,5,0,0,0,0,1,1,0,1,324,38,362,489,74.0286
1051,TACOTALPA,7,28,37,5,16,8,165,3,2,1,0,0,1,2,0,3,278,34,312,433,72.0554
1051,TACOTALPA,4,27,36,11,20,11,132,7,1,0,0,0,1,1,0,2,253,25,278,433,64.2032
1051,TACOTALPA,9,11,30,7,8,1,120,5,3,1,0,1,1,0,0,0,205,25,230,338,68.0473
1051,TACOTALPA,2,21,65,7,13,7,190,4,0,0,0,2,2,0,2,0,321,21,342,408,83.8235
1051,TACOTALPA,30,36,27,9,36,9,75,16,2,0,0,0,2,2,0,1,246,59,305,416,73.3173
1052,TACOTALPA,8,44,42,4,14,4,161,9,4,0,1,1,3,1,0,2,304,59,363,539,67.3469
1052,TACOTALPA,2,57,39,7,25,5,193,2,3,0,0,3,6,0,0,0,349,38,387,538,71.9330
1052,TACOTALPA,6,46,31,7,14,1,238,4,1,0,0,1,5,1,0,0,364,31,395,538,73.4200
1053,TACOTALPA,18,54,39,9,34,2,217,7,6,2,1,0,3,2,0,0,396,32,428,616,69.4805
1053,TACOTALPA,16,48,38,7,42,5,183,13,0,0,0,2,6,3,0,0,371,54,425,615,69.1056
1053,TACOTALPA,7,57,40,8,35,1,223,0,3,0,1,1,3,3,0,0,387,31,418,615,67.9674
1054,TACOTALPA,10,47,58,5,32,2,141,3,6,0,0,1,1,1,0,1,311,32,343,416,82.4519
1054,TACOTALPA,12,33,41,10,23,1,117,4,3,0,0,1,1,1,0,2,249,45,294,416,70.6730
1054,TACOTALPA,0,39,36,1,3,0,27,0,2,0,0,0,0,0,0,0,109,33,142,203,69.9507
1055,TACOTALPA,27,61,52,6,35,10,108,4,3,1,0,3,3,0,0,1,320,76,396,520,76.1538
1055,TACOTALPA,16,51,56,9,28,7,116,5,4,1,0,1,1,1,0,0,301,60,361,520,69.4230
1055,TACOTALPA,20,49,47,11,39,8,115,4,4,2,1,2,2,0,0,0,312,65,377,519,72.6396
1056,TACOTALPA,2,16,45,9,16,4,189,9,1,0,0,1,3,1,0,1,299,28,327,475,68.8421
1056,TACOTALPA,5,29,56,6,15,2,131,6,2,0,0,0,5,1,0,0,262,47,309,475,65.0526
1056,TACOTALPA,6,55,39,27,17,2,181,5,2,0,0,0,6,3,0,0,345,116,461,685,67.2992
1057,TACOTALPA,11,47,76,11,24,4,255,6,4,0,1,0,1,0,0,0,446,92,538,710,75.7746
1058,TACOTALPA,12,38,30,4,49,4,74,31,4,0,0,2,0,1,0,1,254,75,329,492,66.8699
1058,TACOTALPA,10,54,21,23,39,4,92,17,3,2,0,2,1,1,0,0,275,56,331,491,67.4134
1059,TACOTALPA,3,56,48,0,7,1,98,0,3,0,0,1,0,0,0,0,217,78,295,413,71.4285
1059,TACOTALPA,4,72,74,3,7,1,96,1,1,0,0,0,0,0,0,0,261,52,313,412,75.9708
1060,TACOTALPA,5,53,47,7,55,2,215,2,1,1,1,4,4,0,0,0,401,43,444,576,77.0833
1060,TACOTALPA,9,98,53,4,51,1,186,1,4,0,1,3,3,2,0,0,421,23,444,576,77.0833
1060,TACOTALPA,18,14,31,10,21,3,119,3,7,1,1,2,1,0,0,0,233,38,271,382,70.9424
1061,TACOTALPA,8,40,44,11,31,2,334,9,0,0,0,0,5,1,0,0,490,37,532,703,75.6756
1061,TACOTALPA,13,84,46,14,66,5,210,4,2,0,2,2,0,1,0,3,456,52,508,702,72.3646
1061,TACOTALPA,3,42,51,9,15,0,80,2,2,0,0,0,0,0,0,0,205,10,215,281,76.5124
1062,TACOTALPA,2,26,29,4,18,11,158,1,1,1,0,0,3,0,0,0,254,19,273,382,71.4659
1062,TACOTALPA,2,21,21,4,28,4,174,8,0,2,0,4,2,1,0,3,274,15,289,382,75.6544
0277,CENTRO,6,81,23,7,13,12,249,4,6,0,0,0,18,0,0,0,419,6,425,575,73.9130
0277,CENTRO,10,94,24,11,8,9,250,2,2,0,0,0,15,0,0,0,440,10,450,575,78.2608
0279,CENTRO,15,96,25,10,4,4,238,3,1,1,0,0,6,3,0,1,416,5,421,569,73.9894
0282,CENTRO,14,35,36,8,8,4,306,2,1,0,0,0,16,0,0,0,442,15,457,674,67.8041
0282,CENTRO,18,55,39,8,10,2,242,3,8,0,0,0,14,0,0,0,409,11,420,674,62.3145
0283,CENTRO,9,35,56,3,11,2,258,1,1,0,0,0,12,0,0,0,398,10,408,637,64.0502
0283,CENTRO,6,52,46,5,9,5,281,1,3,0,0,0,8,0,0,0,428,13,441,636,69.3396
0284,CENTRO,2,29,12,8,5,3,173,1,2,0,1,0,8,0,0,1,253,6,259,379,68.3377
0284,CENTRO,6,44,7,5,7,2,177,3,0,0,0,0,5,0,0,2,266,5,271,379,71.5039
0285,CENTRO,4,91,17,5,4,3,241,2,0,0,0,0,8,3,0,0,388,11,399,612,65.1960
0286,CENTRO,5,67,27,5,2,6,189,1,0,0,0,1,9,3,0,1,326,6,333,506,65.8102
0286,CENTRO,8,35,27,2,4,5,222,1,0,0,0,1,2,2,2,0,318,2,320,505,63.3663
0287,CENTRO,8,89,33,15,7,4,314,3,0,0,0,0,3,0,0,0,486,4,490,721,67.9611
0288,CENTRO,6,41,16,8,2,2,206,1,0,1,0,0,6,0,0,0,303,4,308,451,68.2926
0288,CENTRO,8,47,10,5,7,3,209,1,0,0,0,0,2,1,0,0,305,3,308,450,68.4444
0288,CENTRO,1,9,1,1,0,2,92,1,1,0,0,0,1,3,0,0,112,1,113,,
0289,CENTRO,12,96,30,7,1,5,341,0,1,0,0,0,8,0,1,1,507,6,514,671,76.6020
0290,CENTRO,3,25,31,4,11,2,271,4,2,0,0,0,6,1,0,3,390,11,402,594,67.6767
0290,CENTRO,4,35,28,5,7,3,270,0,2,0,0,2,5,7,0,2,378,23,401,593,67.6222
0290,CENTRO,7,36,41,6,7,3,259,1,0,0,0,9,4,4,0,0,377,11,402,593,67.7908
0291,CENTRO,8,47,28,4,3,3,238,2,0,0,0,0,10,0,0,0,359,4,363,516,70.3488
0291,CENTRO,2,50,28,5,4,2,249,1,2,1,0,0,8,1,0,0,368,5,373,516,72.2868
0291,CENTRO,7,56,27,8,8,3,241,0,3,0,0,1,3,1,0,1,373,14,387,516,75.0000
0292,CENTRO,12,51,13,9,7,10,178,5,0,0,0,0,9,1,0,0,309,4,313,444,70.4954
0292,CENTRO,5,46,20,10,6,5,166,2,1,1,0,0,8,0,1,0,281,7,288,444,64.8648
0293,CENTRO,13,77,33,5,1,2,304,1,0,0,0,1,6,0,0,1,463,4,467,701,66.6191
0294,CENTRO,4,44,17,3,3,5,203,2,4,0,0,0,4,0,0,0,294,2,296,416,71.1538
0294,CENTRO,5,45,13,1,3,6,191,1,4,0,0,0,6,0,0,0,284,4,289,416,69.4711
0295,CENTRO,7,74,29,4,4,3,329,0,2,0,0,0,11,3,0,0,478,7,485,695,69.7841
0296,CENTRO,7,45,25,7,4,5,213,0,1,0,1,0,4,2,0,0,325,8,333,476,69.9579
0296,CENTRO,4,46,19,5,5,3,219,0,0,0,0,0,4,1,0,1,322,6,328,475,69.0526
0297,CENTRO,3,42,15,2,1,3,198,1,0,0,0,0,3,5,0,0,291,3,294,406,72.4137
0297,CENTRO,2,45,11,11,1,0,188,1,1,1,1,0,5,0,1,0,276,4,280,406,68.9655
0298,CENTRO,3,65,5,2,1,1,176,0,1,0,0,0,4,1,0,0,262,6,268,322,83.2298
0299,CENTRO,4,76,13,10,3,6,257,3,1,0,0,0,0,0,0,0,386,3,389,516,75.3875
0299,CENTRO,7,77,15,6,5,6,256,1,0,0,0,0,11,1,0,3,399,2,401,516,77.7131
0300,CENTRO,10,42,30,7,5,4,234,2,1,0,0,0,6,1,0,1,356,4,360,514,70.0389
0300,CENTRO,7,36,32,3,5,3,260,3,3,0,0,0,8,1,1,1,379,7,386,514,75.0972
0306,CENTRO,10,64,22,4,9,3,247,3,0,0,0,0,3,1,0,2,386,2,388,486,79.8353
0306,CENTRO,5,59,17,5,5,4,235,3,1,0,0,1,7,1,0,0,350,6,356,486,73.2510
0307,CENTRO,9,61,31,11,5,4,212,3,1,0,0,0,9,2,1,1,372,4,376,515,73.0097
0307,CENTRO,7,64,29,10,5,3,222,1,0,0,0,0,5,3,1,2,366,5,371,515,72.0388
0308,CENTRO,4,76,30,7,7,5,337,2,1,0,0,0,10,4,1,0,494,12,506,717,70.5718
0309,CENTRO,2,76,14,5,4,1,149,2,1,1,0,0,6,0,0,1,266,2,268,381,70.3412
0309,CENTRO,3,67,9,6,4,4,154,3,0,0,0,0,7,3,0,0,264,6,270,381,70.8661
0310,CENTRO,8,50,19,5,3,4,193,1,2,0,0,0,8,1,0,1,307,6,313,434,72.1198
0310,CENTRO,4,51,15,3,4,3,195,1,0,0,0,0,1,3,0,1,291,7,298,434,68.6635
0311,CENTRO,2,42,29,8,6,5,183,1,2,0,0,0,6,7,0,1,304,10,315,439,71.7539
0311,CENTRO,9,32,22,0,4,2,207,1,0,0,0,0,10,0,0,0,297,3,300,439,68.3371
0319,CENTRO,5,47,24,1,3,1,187,1,0,0,0,0,0,0,0,0,285,5,290,437,66.3615
0319,CENTRO,2,51,20,3,4,9,187,2,2,0,0,0,10,0,0,0,300,5,305,436,69.9541
0320,CENTRO,18,61,41,6,8,4,353,1,5,0,0,0,10,0,0,0,525,16,541,741,73.0094
0320,CENTRO,13,61,30,4,4,5,349,5,2,0,0,1,7,2,0,1,495,13,508,740,68.6486
0321,CENTRO,4,56,18,4,2,1,176,1,1,1,0,0,3,1,0,2,285,4,290,420,69.0476
0321,CENTRO,7,60,21,8,6,2,175,1,2,0,0,0,2,2,0,0,291,5,297,419,70.8830
0322,CENTRO,5,105,24,4,8,6,246,4,1,0,0,0,3,1,0,0,420,9,429,612,70.0980
0323,CENTRO,4,52,17,4,3,6,202,4,2,1,0,0,0,0,0,0,307,10,317,476,66.5966
0323,CENTRO,2,54,23,4,3,7,200,1,0,0,0,0,6,0,0,1,317,5,322,476,67.6470
0333,CENTRO,4,46,13,3,4,2,179,0,0,0,0,0,6,1,0,0,266,7,273,410,66.5853
0333,CENTRO,7,40,26,3,3,3,172,0,1,1,0,0,7,4,0,0,276,2,278,409,67.9706
0334,CENTRO,10,54,48,3,8,0,318,0,2,0,0,1,4,2,0,3,474,7,481,717,67.0850
0334,CENTRO,6,76,41,7,4,3,309,8,0,0,0,0,11,0,0,2,488,14,502,717,70.0139
0357,CENTRO,12,61,42,9,2,5,257,6,3,0,0,0,7,4,0,1,430,10,440,587,74.9574
0357,CENTRO,12,48,41,4,6,8,262,1,0,2,0,0,1,8,0,2,415,12,427,587,72.7427
0358,CENTRO,13,57,47,7,5,7,265,2,3,1,0,0,4,3,0,1,440,6,446,604,73.8410
0358,CENTRO,431,58,32,6,4,1,268,4,3,2,0,1,4,3,0,0,850,7,857,604,141.8874
0358,CENTRO,14,49,36,7,20,8,258,2,2,0,1,1,4,0,0,1,420,12,432,603,71.6417
0361,CENTRO,15,55,31,8,12,0,322,2,1,0,0,0,6,3,0,3,486,11,497,722,68.8365
0361,CENTRO,17,31,36,5,11,0,308,0,1,0,0,0,9,0,0,0,446,14,460,722,63.7119
0361,CENTRO,4,56,48,5,9,5,274,4,3,0,0,1,4,0,4,1,442,11,453,721,62.8294
0362,CENTRO,8,64,28,6,6,5,303,7,4,0,0,0,13,0,0,0,466,15,481,667,72.1139
0362,CENTRO,7,75,32,3,3,9,302,2,1,1,0,1,5,0,0,1,442,10,480,666,72.0720
0405,CENTRO,8,37,23,10,6,3,328,1,5,1,0,0,16,1,1,4,471,6,477,746,63.9410
0405,CENTRO,5,43,25,10,7,6,292,3,3,0,0,0,15,0,0,0,433,10,443,746,59.3833
0405,CENTRO,3,58,27,6,4,5,367,4,0,0,0,0,14,0,0,0,527,19,546,746,73.1903
0405,CENTRO,4,50,30,3,6,2,312,0,1,0,0,0,16,0,0,0,450,14,464,745,62.2818
0405,CENTRO,9,43,29,14,3,3,316,2,1,0,0,1,12,3,0,2,461,12,473,745,63.4899
0405,CENTRO,11,51,18,8,10,2,326,4,0,0,0,0,4,5,1,5,476,10,486,745,65.2348
0405,CENTRO,7,42,20,7,9,2,296,3,1,0,0,0,3,0,0,1,417,14,431,745,57.8523
0405,CENTRO,9,35,43,4,8,0,320,2,2,0,0,0,4,4,0,1,463,10,473,745,63.4899
0405,CENTRO,7,34,35,5,8,2,325,8,0,0,0,0,5,2,0,0,462,1,463,745,62.1476
0471,CENTRO,10,53,20,6,9,5,247,3,0,0,0,0,10,2,0,5,385,14,399,581,68.6746
0471,CENTRO,8,54,34,10,8,2,235,0,0,0,0,0,9,4,0,3,387,7,394,580,67.9310
0473,CENTRO,1,28,7,5,0,1,88,2,0,0,0,1,5,1,1,1,142,8,150,195,76.9230
0473,CENTRO,19,106,28,12,3,0,136,1,1,1,0,0,7,0,0,0,321,16,337,537,62.7560
0474,CENTRO,7,57,25,6,7,3,242,4,1,0,0,2,7,3,0,2,378,7,385,673,57.2065
0474,CENTRO,8,45,37,11,16,2,236,1,0,0,1,1,10,3,0,0,371,20,391,673,58.0980
0474,CENTRO,4,51,17,8,5,1,255,4,1,1,0,0,8,4,0,3,377,18,396,673,58.8410
0474,CENTRO,7,40,28,7,11,1,245,0,2,2,0,0,9,5,0,1,359,19,378,673,56.1664
0474,CENTRO,7,33,40,12,5,2,275,2,4,0,0,0,18,0,0,0,413,14,427,673,63.4472
0474,CENTRO,10,35,40,4,8,2,257,31,2,1,0,0,0,0,0,0,390,7,397,673,58.9895
0474,CENTRO,5,35,35,9,3,2,245,4,3,0,0,0,16,0,0,0,375,23,398,673,59.1381
0474,CENTRO,5,47,51,6,10,5,237,0,2,0,0,0,0,2,0,2,377,19,396,672,58.9285
0483,CENTRO,9,58,45,5,11,2,314,3,0,0,0,0,7,2,1,4,472,10,482,664,72.5903
0483,CENTRO,19,74,26,3,7,7,304,2,5,0,1,1,6,1,0,0,471,11,482,664,72.5903
0483,CENTRO,10,64,40,8,11,10,306,2,3,0,1,1,7,0,0,0,476,7,483,663,72.8506
0484,CENTRO,11,57,33,6,7,6,342,3,3,2,0,0,5,4,0,2,493,10,503,701,71.7546
0484,CENTRO,501,53,27,12,9,5,346,3,1,0,0,0,5,2,0,0,982,12,994,701,141.7974
0484,CENTRO,10,64,24,7,7,7,326,7,4,1,0,0,6,3,0,2,490,4,494,700,70.5714
0484,CENTRO,11,59,30,14,8,4,319,1,5,0,0,1,11,5,0,2,489,5,494,700,70.5714
0484,CENTRO,11,71,25,14,5,1,307,1,5,0,0,2,10,4,0,22,478,12,490,700,70.0000
0485,CENTRO,6,47,34,3,6,9,308,3,1,0,0,1,2,3,0,3,441,13,454,617,73.5818
0485,CENTRO,7,74,28,12,7,1,272,0,1,0,0,1,2,2,0,2,424,13,437,617,70.8265
0485,CENTRO,10,64,24,4,5,1,300,8,3,0,0,0,5,1,0,0,439,9,448,616,72.7272
0486,CENTRO,12,48,45,7,7,4,302,3,3,0,0,0,7,0,0,2,462,12,474,744,63.7096
0486,CENTRO,14,69,44,10,16,9,309,6,0,1,1,0,3,2,0,2,495,15,510,744,68.5483
0486,CENTRO,13,51,45,6,13,4,301,3,5,0,0,0,6,3,0,2,459,17,476,743,64.0646
0486,CENTRO,10,50,32,6,12,7,327,4,2,0,0,0,8,2,0,2,479,18,497,743,66.8909
0486,CENTRO,8,52,38,10,9,8,350,4,2,2,0,0,5,3,0,0,511,19,530,743,71.3324
0486,CENTRO,7,49,28,5,13,2,325,6,0,0,0,0,9,1,0,2,466,10,476,743,64.0646
0486,CENTRO,12,56,34,4,13,8,294,0,1,0,13,0,10,4,0,0,467,7,474,743,63.7954
0486,CENTRO,8,43,36,10,8,4,346,8,3,0,0,0,11,0,0,0,496,9,505,743,67.9676
0487,CENTRO,6,54,34,6,6,6,275,2,0,0,0,0,9,4,0,3,418,11,429,601,71.3810
0487,CENTRO,5,68,28,5,4,6,280,5,2,0,0,1,5,2,0,5,427,14,441,601,73.3777
0487,CENTRO,4,57,34,6,4,10,274,4,3,0,0,0,7,1,0,1,420,7,427,601,71.0482
0487,CENTRO,6,48,36,5,7,6,267,7,2,0,0,0,8,3,0,2,406,8,414,600,69.0000
0488,CENTRO,8,47,36,6,10,6,355,0,7,0,0,0,9,0,0,1,500,5,505,720,70.1388
0489,CENTRO,3,68,16,8,3,3,205,1,1,0,0,0,1,8,0,0,326,16,342,564,60.6382
0489,CENTRO,5,58,24,9,8,4,196,7,1,0,0,3,7,4,0,3,343,12,355,564,62.9432
0489,CENTRO,6,50,34,14,8,1,227,1,5,0,0,0,9,0,0,0,360,23,383,563,68.0284
0493,CENTRO,3,73,58,11,12,0,182,3,5,0,0,0,6,0,0,0,357,7,364,573,63.5253
0493,CENTRO,3,57,34,11,8,0,194,1,5,0,0,0,4,0,0,2,321,19,340,573,59.3368
0499,CENTRO,6,67,65,16,8,4,234,1,5,0,1,1,6,8,0,0,432,33,465,613,75.8564
0500,CENTRO,7,42,24,10,7,4,294,2,3,0,0,2,5,3,0,3,429,10,439,727,60.3851
0500,CENTRO,3,41,26,12,9,3,276,2,1,1,0,0,7,3,0,3,411,18,429,727,59.0096
0500,CENTRO,5,45,23,10,0,5,277,5,2,1,0,0,10,2,0,2,409,20,429,727,59.0096
0500,CENTRO,10,40,35,8,9,4,262,3,2,0,0,0,8,2,1,4,418,13,431,727,59.2847
0500,CENTRO,8,46,22,9,10,3,290,5,4,0,0,0,8,0,0,0,428,1,429,727,59.0096
0500,CENTRO,2,44,37,7,7,4,270,2,0,0,0,2,4,5,0,1,385,7,392,726,53.9944
0500,CENTRO,7,47,31,4,5,3,278,3,2,0,0,1,10,3,0,1,423,13,436,726,60.0550
0500,CENTRO,5,42,22,12,12,4,278,2,0,0,0,0,1,0,0,0,379,25,404,726,55.6473
0500,CENTRO,3,54,30,6,5,1,280,0,0,0,1,0,8,1,0,1,411,17,428,726,58.9531
0500,CENTRO,5,41,24,7,8,3,265,4,1,1,0,0,5,2,0,1,399,8,407,726,56.0606
0500,CENTRO,4,37,21,10,5,7,280,3,2,0,0,0,7,3,0,1,404,14,418,726,57.5757
0500,CENTRO,7,31,35,6,5,1,265,1,1,0,0,0,7,3,0,0,381,9,390,726,53.7190
0500,CENTRO,6,50,29,11,11,3,258,3,2,1,0,0,7,5,1,1,416,9,425,726,58.5399
0504,CENTRO,6,54,39,8,0,0,303,4,2,0,1,2,5,4,0,5,444,19,463,705,65.6737
0504,CENTRO,10,56,35,14,7,5,304,1,3,0,0,3,7,2,2,2,461,20,481,704,68.3238
0512,COMALCALCO,12,66,38,3,8,1,259,4,0,0,0,1,3,0,0,1,404,12,416,552,75.3623
0512,COMALCALCO,12,57,57,5,1,0,266,1,3,0,0,0,1,0,0,0,407,6,413,552,74.8188
0512,COMALCALCO,7,66,32,5,5,0,286,6,1,0,0,0,4,0,0,2,418,7,425,551,77.1324
0513,COMALCALCO,6,63,74,3,6,4,317,1,1,1,0,0,1,1,1,0,482,13,498,639,77.9342
0513,COMALCALCO,8,57,62,1,5,0,316,1,3,0,0,0,4,0,0,0,460,5,466,638,73.0407
0513,COMALCALCO,11,71,76,2,3,3,284,2,0,2,0,0,1,0,0,2,457,8,465,638,72.8840
0513,COMALCALCO,11,57,88,1,3,0,287,3,2,2,0,0,3,1,0,0,458,12,470,638,73.6677
0513,COMALCALCO,16,75,74,1,3,2,275,3,5,0,0,0,5,0,0,0,464,15,479,638,75.0783
0513,COMALCALCO,6,70,66,2,6,1,301,2,0,2,0,0,6,0,0,1,464,9,473,638,74.1379
0514,COMALCALCO,13,105,81,5,13,3,245,9,1,1,0,0,3,0,1,0,486,9,495,651,76.0368
0515,COMALCALCO,13,95,75,3,10,4,283,2,4,0,0,0,0,0,0,0,495,11,506,680,74.4117
0515,COMALCALCO,9,76,104,5,8,3,277,1,3,1,0,0,0,0,0,0,491,9,500,679,73.6377
0516,COMALCALCO,8,94,73,4,7,6,273,3,3,0,0,2,2,0,0,0,482,21,503,680,73.9705
0516,COMALCALCO,11,70,81,2,11,2,314,2,1,0,0,0,4,2,0,1,506,9,515,680,75.7352
0517,COMALCALCO,6,61,85,2,3,2,256,0,1,0,0,0,1,1,0,0,421,11,432,514,84.0466
0517,COMALCALCO,5,54,68,8,1,1,245,1,2,1,0,0,4,0,1,1,395,11,406,513,79.1423
0518,COMALCALCO,5,76,55,3,6,0,272,2,0,1,0,0,4,1,0,0,429,8,437,591,73.9424
0519,COMALCALCO,2,63,38,0,4,2,174,3,0,0,0,0,0,1,0,0,289,6,295,381,77.4278
0519,COMALCALCO,9,64,47,1,7,1,148,4,0,1,0,0,4,0,0,2,288,6,296,381,77.6902
0520,COMALCALCO,14,93,69,6,5,2,273,0,0,0,0,0,3,2,0,0,473,11,484,641,75.5070
0521,COMALCALCO,6,65,50,1,1,2,187,2,1,0,0,1,0,0,0,0,320,4,324,398,81.4070
0521,COMALCALCO,12,55,28,4,1,3,151,0,0,0,0,0,0,0,0,0,261,2,263,397,66.2468
0522,COMALCALCO,2,35,53,0,8,1,205,0,0,0,0,0,3,2,0,3,312,5,321,424,75.7075
0522,COMALCALCO,7,56,38,2,3,2,184,2,2,1,0,1,2,0,0,0,300,7,309,423,73.0496
0523,COMALCALCO,7,53,71,3,7,4,257,4,1,0,0,0,4,1,0,1,420,5,426,525,81.1428
0523,COMALCALCO,7,65,60,4,0,1,262,4,1,0,0,0,1,2,0,0,413,4,417,524,79.5801
0523,COMALCALCO,3,7,49,1,6,1,279,3,1,0,0,0,2,1,0,0,353,6,359,524,68.5114
0524,COMALCALCO,7,64,56,5,7,4,319,2,2,1,0,0,1,3,0,0,473,13,486,624,77.8846
0527,COMALCALCO,2,33,52,2,8,1,178,1,0,0,0,0,6,1,0,1,295,17,321,400,80.2500
0527,COMALCALCO,16,45,46,4,4,9,193,0,0,0,0,1,1,1,0,0,330,9,340,399,85.2130
0528,COMALCALCO,13,38,51,5,3,1,321,1,0,0,0,2,0,0,0,2,446,8,454,615,73.8211
0528,COMALCALCO,8,47,60,6,4,2,292,3,1,0,0,0,3,1,2,4,441,7,448,615,72.8455
0528,COMALCALCO,11,68,60,7,3,4,258,2,3,0,0,0,3,0,1,2,430,9,439,615,71.3821
0528,COMALCALCO,8,54,50,4,0,1,307,2,1,0,0,0,3,1,0,0,439,8,447,615,72.6829
0528,COMALCALCO,6,52,67,0,3,5,278,1,3,0,0,0,3,0,0,0,418,17,437,615,71.0569
0529,COMALCALCO,5,28,58,1,2,4,207,0,1,1,0,0,2,0,0,0,309,5,314,420,74.7619
0529,COMALCALCO,7,37,58,2,4,3,201,2,3,0,0,0,2,1,0,1,326,6,332,419,79.2362
0533,COMALCALCO,6,54,68,5,11,1,263,1,1,0,0,0,1,1,0,0,417,15,432,550,78.5454
0533,COMALCALCO,8,55,48,5,9,3,281,2,2,0,0,0,2,0,0,0,422,7,429,549,78.1420
0534,COMALCALCO,13,31,54,0,8,4,250,1,0,1,0,0,4,1,0,0,369,11,380,478,79.4979
0534,COMALCALCO,6,30,36,0,9,2,236,12,0,0,0,0,4,0,0,0,335,7,342,478,71.5481
0536,COMALCALCO,9,42,62,4,8,1,298,1,0,0,0,2,6,2,0,2,446,12,458,582,78.6941
0536,COMALCALCO,4,37,57,2,7,3,284,7,0,1,0,1,4,0,0,1,412,13,425,582,73.0240
0536,COMALCALCO,10,56,60,5,8,5,280,4,1,1,0,1,5,0,0,2,443,13,456,582,78.3505
0537,COMALCALCO,12,92,71,2,7,2,347,3,1,0,0,0,3,0,0,1,547,16,563,736,76.4945
0548,COMALCALCO,4,72,199,6,4,0,239,2,12,0,0,0,0,0,0,0,538,16,554,702,78.9173
0548,COMALCALCO,235,59,235,1,12,0,224,0,0,0,0,0,0,0,0,0,766,0,766,701,109.2724
0551,COMALCALCO,2,60,115,5,2,1,174,2,7,0,0,0,4,0,0,0,373,13,386,553,69.8010
0551,COMALCALCO,5,74,121,10,8,0,179,2,4,1,0,0,5,2,0,1,414,16,430,553,77.7576
0551,COMALCALCO,2,54,129,8,2,0,171,1,8,0,0,1,6,0,2,0,384,15,399,552,72.2826
0553,COMALCALCO,3,36,135,3,5,2,266,5,2,0,5,2,1,1,0,1,467,7,474,642,73.8317
