SECCION ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,NUMERO DE VOTOS VALIDOS,NUMERO DE VOTOS NULOS,TOTAL DE VOTOS,LISTA NOMINAL,% PARTICIPACION CIUDADANA,CASILLA
415,CENTRO,53,49,41,17,7,24,6,293,,1,0,0,0,4,495,17,512,732,69.9453,BASICA
415,CENTRO,27,74,45,14,8,28,13,274,,0,0,0,0,4,487,12,499,732,68.1693,CONTIGUA 01
415,CENTRO,36,67,39,25,11,27,8,265,,3,0,0,3,0,484,10,494,732,67.4863,CONTIGUA 02
415,CENTRO,29,57,36,16,7,29,6,294,,1,0,0,1,3,479,9,488,732,66.6666,CONTIGUA 03
415,CENTRO,42,66,41,21,4,25,4,281,,1,0,0,0,8,493,9,502,731,68.673,CONTIGUA 04
415,CENTRO,34,45,42,14,6,26,8,317,,4,0,0,0,4,500,8,508,731,69.4938,CONTIGUA 05
416,CENTRO,29,77,28,16,7,20,6,317,,2,1,0,0,3,506,4,510,745,68.4563,BASICA
416,CENTRO,22,77,32,17,8,22,5,326,,0,0,0,0,5,514,4,518,745,69.5302,CONTIGUA 01
416,CENTRO,22,68,19,27,7,31,5,319,,1,0,0,0,3,502,6,508,745,68.1879,CONTIGUA 02
416,CENTRO,27,69,31,14,8,21,9,319,,8,0,0,0,4,510,10,522,745,70.0671,CONTIGUA 03
416,CENTRO,41,65,43,19,1,25,10,308,,0,1,0,0,3,516,4,520,745,69.7986,CONTIGUA 04
416,CENTRO,26,67,30,16,7,24,9,323,,3,0,0,0,0,505,16,522,745,70.0671,CONTIGUA 05
416,CENTRO,32,61,30,16,10,25,4,321,,1,0,0,0,3,503,6,509,745,68.3221,CONTIGUA 06
416,CENTRO,24,70,31,12,6,27,6,317,,0,0,0,0,5,498,11,509,745,68.3221,CONTIGUA 07
417,CENTRO,23,42,25,20,7,25,2,206,,1,0,0,0,2,353,5,358,493,72.6166,BASICA
417,CENTRO,21,44,27,12,3,11,6,215,,0,0,0,0,1,340,9,349,492,70.9349,CONTIGUA 01
418,CENTRO,38,57,42,18,6,17,6,342,,3,0,1,0,7,537,13,550,744,73.9247,BASICA
418,CENTRO,38,55,33,6,7,18,4,345,,1,0,0,0,1,508,11,519,743,69.8519,CONTIGUA 01
418,CENTRO,29,50,29,23,11,24,9,365,,4,0,0,0,10,554,0,554,743,74.5625,CONTIGUA 02
418,CENTRO,39,48,31,29,11,21,9,358,,1,0,0,0,3,550,9,560,743,75.3701,CONTIGUA 03
419,CENTRO,3,32,32,5,3,9,4,271,,0,0,0,0,6,365,3,368,497,74.0442,BASICA
420,CENTRO,4,38,54,4,11,18,5,292,,1,0,0,1,7,435,9,444,568,78.169,BASICA
420,CENTRO,3,25,46,5,9,18,4,304,,1,0,0,0,2,417,19,436,568,76.7605,CONTIGUA 01
420,CENTRO,6,22,47,6,10,18,5,309,,1,1,0,1,3,429,13,442,568,77.8169,CONTIGUA 02
421,CENTRO,3,26,23,12,5,10,0,405,,3,0,1,0,3,491,9,500,605,82.6446,BASICA
421,CENTRO,6,15,24,8,11,15,0,407,,0,0,0,0,3,489,7,496,605,81.9834,CONTIGUA 01
421,CENTRO,10,29,27,4,18,16,0,378,,0,1,0,0,3,486,6,492,605,81.3223,CONTIGUA 02
421,CENTRO,12,19,23,3,7,13,4,403,,0,0,0,0,6,490,7,497,604,82.2847,CONTIGUA 03
422,CENTRO,6,31,35,16,17,14,4,388,,2,0,0,0,1,514,7,521,656,79.4207,BASICA
422,CENTRO,8,41,30,6,7,22,3,414,,2,0,0,0,2,535,15,550,656,83.8414,CONTIGUA 01
422,CENTRO,5,30,41,6,8,9,4,402,,2,1,0,0,10,518,12,530,655,80.916,CONTIGUA 02
422,CENTRO,9,35,44,5,11,16,2,418,,0,1,0,0,5,546,4,550,655,83.9694,CONTIGUA 03
423,CENTRO,2,41,36,18,0,8,1,380,,3,0,0,0,11,500,0,500,605,82.6446,BASICA
423,CENTRO,5,31,22,5,3,19,4,397,,0,1,0,0,5,492,9,501,604,82.947,CONTIGUA 01
423,CENTRO,6,46,37,8,7,12,2,365,,0,0,0,1,8,492,6,498,604,82.4503,CONTIGUA 02
423,CENTRO,6,22,28,7,5,10,1,401,,0,0,0,0,10,490,0,490,604,81.1258,CONTIGUA 03
423,CENTRO,9,30,40,9,4,16,3,377,,2,1,0,0,7,498,2,500,604,82.7814,CONTIGUA 04
424,CENTRO,6,3,14,3,4,2,1,51,,0,0,0,0,1,85,1,86,105,81.9047,BASICA
425,CENTRO,14,24,34,3,6,23,3,429,,3,1,0,1,4,545,2,547,721,75.8668,BASICA
425,CENTRO,8,28,30,6,7,22,0,426,,1,1,0,0,0,529,0,538,721,74.6185,CONTIGUA 01
425,CENTRO,15,26,44,13,9,1,2,392,,0,0,0,0,7,509,10,519,721,71.9833,CONTIGUA 02
426,CENTRO,6,21,25,5,7,25,1,464,,1,1,0,0,4,560,3,563,700,80.4285,BASICA
426,CENTRO,6,17,54,1,8,8,2,433,,7,0,0,0,0,536,0,536,700,76.5714,CONTIGUA 01
426,CENTRO,2,22,22,5,11,19,4,475,,1,1,0,0,0,562,6,568,699,81.2589,CONTIGUA 02
427,CENTRO,7,26,24,5,6,12,4,331,,1,0,0,0,5,421,9,431,562,76.6903,BASICA
427,CENTRO,7,27,18,4,6,9,5,322,,4,0,0,0,1,403,8,411,561,73.262,CONTIGUA 01
427,CENTRO,4,17,38,10,9,11,5,322,,1,0,0,0,4,421,8,429,561,76.4705,CONTIGUA 02
428,CENTRO,3,25,18,7,8,9,5,345,,0,0,0,0,3,423,7,430,527,81.5939,BASICA
428,CENTRO,5,26,17,2,0,10,2,319,,1,0,0,0,7,389,2,391,526,74.3346,CONTIGUA 01
428,CENTRO,7,41,26,8,3,8,3,303,,0,1,0,0,7,407,5,412,526,78.3269,CONTIGUA 02
429,CENTRO,22,39,35,5,9,18,7,362,,2,0,0,0,6,505,11,516,662,77.9456,BASICA
429,CENTRO,4,44,24,11,6,16,6,372,,1,0,0,1,3,488,10,498,662,75.2265,CONTIGUA 01
429,CENTRO,11,37,17,6,7,11,6,345,,1,0,0,0,6,447,14,461,661,69.7428,CONTIGUA 02
430,CENTRO,7,17,21,5,8,11,4,326,,2,0,0,0,8,409,7,417,642,64.9532,BASICA
430,CENTRO,7,28,35,9,6,16,6,304,,0,0,0,0,0,411,9,420,642,65.4205,CONTIGUA 01
430,CENTRO,9,21,31,2,8,12,3,321,,2,0,0,0,0,409,13,422,642,65.732,CONTIGUA 02
430,CENTRO,5,20,52,5,7,17,6,308,,4,0,0,0,3,427,12,440,642,68.5358,CONTIGUA 03
430,CENTRO,5,20,24,3,8,5,2,329,,2,0,0,0,10,408,9,417,642,64.9532,CONTIGUA 04
430,CENTRO,8,13,26,10,4,12,2,314,,1,0,0,0,5,395,10,405,641,63.1825,CONTIGUA 05
431,CENTRO,11,28,24,12,7,15,3,346,,2,0,0,1,4,453,6,460,655,70.229,BASICA
431,CENTRO,16,35,37,10,9,6,4,305,,3,0,0,0,10,435,12,447,655,68.2442,CONTIGUA 01
431,CENTRO,9,23,30,17,9,15,6,317,,0,0,0,0,3,429,12,441,655,67.3282,CONTIGUA 02
432,CENTRO,5,39,34,11,7,19,5,364,,1,0,0,0,7,492,19,512,734,69.7547,BASICA
432,CENTRO,4,27,36,11,5,13,8,348,,0,0,0,0,4,456,9,465,734,63.3514,CONTIGUA 01
432,CENTRO,3,4,6,4,7,7,1,133,,0,0,0,0,1,166,1,167,,,ESPECIAL MR 01
433,CENTRO,3,26,35,5,9,17,5,335,,1,0,0,0,6,442,10,455,638,71.3166,BASICA
433,CENTRO,8,27,22,16,11,9,8,335,,0,0,0,0,7,443,14,457,638,71.63,CONTIGUA 01
433,CENTRO,7,36,36,9,8,16,7,332,,0,1,0,0,3,455,13,468,638,73.3542,CONTIGUA 02
434,CENTRO,16,45,34,10,9,8,3,331,,5,0,0,0,0,461,13,474,623,76.0834,BASICA
434,CENTRO,10,38,32,9,13,10,5,311,,0,1,0,1,8,438,11,449,622,72.1864,CONTIGUA 01
435,CENTRO,8,28,37,10,9,23,6,314,,0,0,0,0,0,435,7,442,683,64.7144,BASICA
435,CENTRO,10,22,29,10,8,20,3,340,,1,0,0,0,4,447,4,451,683,66.0322,CONTIGUA 01
435,CENTRO,8,24,32,4,7,14,7,339,,0,0,0,0,1,436,14,450,683,65.8857,CONTIGUA 02
435,CENTRO,11,28,32,5,6,15,6,312,,1,0,0,0,9,425,0,425,683,62.2254,CONTIGUA 03
435,CENTRO,8,19,22,13,5,20,3,338,,0,0,0,0,7,435,10,445,683,65.1537,CONTIGUA 04
435,CENTRO,5,12,16,8,11,13,9,352,,1,0,0,0,5,432,8,440,683,64.4216,CONTIGUA 05
435,CENTRO,19,26,33,15,5,12,6,309,,1,0,0,1,3,430,12,442,683,64.7144,CONTIGUA 06
435,CENTRO,15,28,33,13,7,10,5,318,,2,0,0,0,1,432,4,437,683,63.9824,CONTIGUA 07
436,CENTRO,2,21,39,8,13,11,4,347,,1,0,0,1,12,459,4,463,627,73.8437,BASICA
436,CENTRO,9,27,63,1,18,21,2,348,,0,0,0,1,9,499,11,510,627,81.3397,CONTIGUA 01
436,CENTRO,10,28,39,5,12,16,2,330,,2,1,0,0,7,452,10,462,626,73.8019,CONTIGUA 02
436,CENTRO,10,25,40,8,13,17,2,328,,0,1,0,0,12,456,13,469,626,74.9201,CONTIGUA 03
437,CENTRO,3,23,42,9,9,22,3,279,,0,0,0,0,4,394,13,407,505,80.594,BASICA
437,CENTRO,5,41,45,8,14,17,3,272,,2,0,0,1,4,412,4,416,505,82.3762,CONTIGUA 01
437,CENTRO,1,23,19,4,6,15,2,344,,0,0,0,2,8,424,8,432,504,85.7142,CONTIGUA 02
438,CENTRO,6,45,20,17,6,5,3,383,,2,0,0,0,9,496,12,508,707,71.8528,BASICA
438,CENTRO,4,33,26,7,11,13,8,401,,0,0,0,0,11,514,9,523,707,73.9745,CONTIGUA 01
438,CENTRO,3,44,37,4,17,12,2,386,,1,0,0,0,15,521,5,526,706,74.5042,CONTIGUA 02
439,CENTRO,15,17,33,6,7,6,2,228,,0,0,0,0,5,319,4,323,515,62.7184,BASICA
439,CENTRO,10,7,21,7,11,11,2,232,,4,0,1,2,8,316,0,316,514,61.4785,CONTIGUA 01
440,CENTRO,16,53,26,15,6,19,12,362,,2,0,0,1,5,517,9,526,742,70.8894,BASICA
440,CENTRO,14,51,18,12,8,14,2,346,,2,1,0,1,7,476,5,482,742,64.9595,CONTIGUA 01
440,CENTRO,13,48,34,16,6,19,7,396,,66,0,0,0,7,612,13,625,741,84.3454,CONTIGUA 02
440,CENTRO,17,58,27,9,6,14,6,374,,1,0,0,2,8,522,7,529,741,71.39,CONTIGUA 03
440,CENTRO,21,52,30,8,5,13,11,379,,2,0,0,0,10,531,9,542,741,73.1443,CONTIGUA 04
440,CENTRO,16,53,29,11,7,19,6,377,,0,0,0,0,10,528,10,538,741,72.6045,CONTIGUA 05
440,CENTRO,10,29,26,11,7,25,5,327,,2,0,0,0,0,442,19,461,686,67.2011,EXTRAORDINARIA 01
440,CENTRO,12,32,24,7,8,9,3,329,,1,1,0,1,9,436,11,447,686,65.1603,EXTRAORDINARIA 01 CONTIGUA 01
440,CENTRO,13,25,19,4,10,13,3,303,,1,0,0,0,10,401,22,423,685,61.7518,EXTRAORDINARIA 01 CONTIGUA 02
440,CENTRO,8,23,34,12,6,13,2,341,,2,0,0,0,6,447,12,459,685,67.0072,EXTRAORDINARIA 01 CONTIGUA 03
440,CENTRO,7,23,29,12,11,19,6,334,,1,0,0,0,7,449,7,456,685,66.5693,EXTRAORDINARIA 01 CONTIGUA 04
440,CENTRO,9,38,37,11,6,17,3,314,,2,1,0,0,6,444,4,448,685,65.4014,EXTRAORDINARIA 01 CONTIGUA 05
440,CENTRO,14,33,37,4,7,16,1,344,,0,1,0,0,9,466,10,476,685,69.489,EXTRAORDINARIA 01 CONTIGUA 06
440,CENTRO,11,38,34,8,8,24,7,299,,0,0,0,0,2,431,11,442,685,64.5255,EXTRAORDINARIA 01 CONTIGUA 07
440,CENTRO,10,41,30,11,8,16,2,304,,2,0,0,1,10,435,9,445,685,64.9635,EXTRAORDINARIA 01 CONTIGUA 08
441,CENTRO,7,57,45,11,7,17,4,127,,1,1,0,0,3,280,12,292,417,70.0239,BASICA
441,CENTRO,6,49,36,14,0,10,1,112,,1,0,0,1,5,235,17,252,416,60.5769,CONTIGUA 01
441,CENTRO,4,33,28,7,8,14,1,153,,0,0,0,0,2,250,2,252,386,65.2849,EXTRAORDINARIA 01
441,CENTRO,1,55,44,8,8,9,1,100,,2,1,0,1,3,233,9,242,386,62.6943,EXTRAORDINARIA 01 CONTIGUA 01
441,CENTRO,7,20,23,5,7,7,4,177,,0,1,0,0,12,263,15,278,411,67.6399,EXTRAORDINARIA 02
442,CENTRO,6,28,38,14,11,11,0,194,,2,0,0,0,4,308,8,316,523,60.4206,BASICA
443,CENTRO,10,29,26,10,8,8,5,318,,6,0,0,0,2,422,9,431,657,65.6012,BASICA
443,CENTRO,11,38,32,10,10,10,6,275,,0,0,0,0,0,392,24,416,656,63.4146,CONTIGUA 01
443,CENTRO,10,29,31,9,8,16,9,297,,1,0,0,0,11,421,9,431,656,65.7012,CONTIGUA 02
443,CENTRO,7,30,37,6,13,7,6,293,,2,0,0,0,14,415,13,428,656,65.2439,CONTIGUA 03
444,CENTRO,9,36,74,4,11,20,3,133,,3,2,0,3,7,305,13,318,569,55.8875,BASICA
445,CENTRO,11,26,26,12,6,13,6,288,,1,1,1,2,3,396,2,398,564,70.5673,BASICA
445,CENTRO,24,38,20,9,10,9,6,245,,0,0,0,0,6,367,13,380,563,67.4955,CONTIGUA 01
445,CENTRO,15,24,24,12,5,12,7,302,,1,0,0,0,4,406,7,413,563,73.357,CONTIGUA 02
445,CENTRO,18,41,28,8,6,11,7,261,,0,0,0,0,6,386,9,395,563,70.1598,CONTIGUA 03
446,CENTRO,12,26,24,12,5,22,3,335,,1,0,0,0,7,447,11,458,681,67.254,BASICA
446,CENTRO,1,8,6,5,2,10,1,373,,3,0,0,0,4,413,10,423,680,62.2058,CONTIGUA 01
446,CENTRO,8,29,24,6,10,19,4,329,,1,0,0,0,4,434,18,452,680,66.4705,CONTIGUA 02
446,CENTRO,11,25,20,6,15,10,3,333,,1,0,0,0,15,439,0,439,680,64.5588,CONTIGUA 03
446,CENTRO,7,26,23,7,10,20,6,313,,1,0,0,0,4,417,9,426,680,62.647,CONTIGUA 04
446,CENTRO,14,27,29,6,8,10,5,311,,4,0,0,0,9,423,8,431,680,63.3823,CONTIGUA 05
447,CENTRO,16,44,40,6,4,30,7,235,,1,0,0,0,0,383,15,398,628,63.3757,BASICA
447,CENTRO,7,20,43,5,12,26,3,226,,1,0,0,0,12,355,11,366,628,58.2802,CONTIGUA 01
448,CENTRO,5,34,27,6,13,16,5,205,,0,0,0,0,0,311,16,327,512,63.8671,BASICA
448,CENTRO,8,35,40,3,8,21,0,171,,0,0,0,0,10,296,9,305,512,59.5703,CONTIGUA 01
450,CENTRO,7,29,36,7,7,14,2,298,,2,0,0,0,9,411,16,427,697,61.2625,BASICA
450,CENTRO,7,29,38,3,15,14,3,307,,3,1,0,2,4,426,12,438,697,62.8407,CONTIGUA 01
450,CENTRO,7,30,33,10,8,24,4,269,,0,0,0,0,9,394,18,412,696,59.1954,CONTIGUA 02
450,CENTRO,14,20,43,8,14,16,4,187,,1,1,0,0,5,313,8,321,471,68.1528,EXTRAORDINARIA 01
450,CENTRO,9,30,27,8,8,14,3,177,,0,0,0,0,6,282,14,296,470,62.9787,EXTRAORDINARIA 01 CONTIGUA 01
451,CENTRO,4,43,53,12,13,11,2,190,,3,0,0,1,1,333,18,351,584,60.1027,BASICA
451,CENTRO,8,39,43,11,15,2,2,184,,0,0,0,0,0,304,0,304,584,52.0547,CONTIGUA 01
452,CENTRO,9,23,24,10,13,14,6,149,,0,0,0,0,5,253,15,268,526,50.9505,BASICA
452,CENTRO,6,19,16,6,10,13,1,193,,0,0,0,0,2,266,8,274,526,52.0912,CONTIGUA 01
452,CENTRO,4,12,15,4,10,10,4,105,,0,1,0,0,8,173,13,186,525,35.4285,CONTIGUA 02
452,CENTRO,5,74,40,9,19,2,2,187,,0,1,0,0,8,347,0,355,528,67.2348,EXTRAORDINARIA 01
452,CENTRO,52,43,21,22,10,18,3,262,,2,0,0,1,7,441,2,443,740,59.8648,EXTRAORDINARIA 02
452,CENTRO,49,41,33,22,8,16,9,253,,2,0,0,0,6,439,9,449,740,60.6756,EXTRAORDINARIA 02 CONTIGUA 01
452,CENTRO,48,55,34,10,12,15,0,284,,0,3,0,0,2,463,32,495,739,66.9824,EXTRAORDINARIA 02 CONTIGUA 02
452,CENTRO,37,45,34,15,6,14,4,286,,0,0,0,0,3,444,14,458,739,61.9756,EXTRAORDINARIA 02 CONTIGUA 03
452,CENTRO,55,48,28,7,8,23,5,275,,4,1,0,0,4,458,9,468,739,63.3288,EXTRAORDINARIA 02 CONTIGUA 04
453,CENTRO,14,33,18,16,5,9,3,319,,0,0,0,0,8,425,11,437,659,66.3125,BASICA
453,CENTRO,11,42,21,13,11,19,3,280,,0,0,0,0,9,409,13,422,659,64.0364,CONTIGUA 01
453,CENTRO,6,51,27,14,12,13,6,273,,1,0,0,0,8,411,17,428,659,64.9468,CONTIGUA 02
454,CENTRO,5,39,16,5,12,12,0,215,,0,0,0,1,5,310,7,317,498,63.6546,BASICA
454,CENTRO,1,24,9,12,6,9,3,217,,1,0,0,0,7,289,12,301,498,60.4417,CONTIGUA 01
455,CENTRO,8,51,60,3,12,8,2,151,,5,0,0,3,2,305,21,326,543,60.0368,BASICA
455,CENTRO,4,42,31,4,16,6,4,180,,1,1,0,0,19,308,18,326,542,60.1476,CONTIGUA 01
456,CENTRO,8,28,32,13,23,11,3,257,,0,0,2,0,9,386,5,391,530,73.7735,BASICA
456,CENTRO,7,27,53,14,6,6,7,235,,1,1,0,0,11,368,11,379,530,71.5094,CONTIGUA 01
456,CENTRO,5,18,42,7,12,13,2,279,,2,0,0,0,5,385,10,395,530,74.5283,CONTIGUA 02
457,CENTRO,5,53,32,15,9,14,3,262,,0,0,0,0,6,399,7,406,582,69.7594,BASICA
457,CENTRO,10,36,32,11,6,11,2,268,,2,0,0,0,6,384,11,395,582,67.8694,CONTIGUA 01
457,CENTRO,6,29,46,12,8,4,2,265,,1,0,0,2,16,391,15,406,581,69.8795,CONTIGUA 02
458,CENTRO,14,56,24,15,9,26,5,243,,0,0,0,0,10,402,20,422,670,62.985,BASICA
458,CENTRO,12,24,35,9,5,11,7,289,,1,1,0,0,7,401,15,416,670,62.0895,CONTIGUA 01
458,CENTRO,12,23,27,12,1,10,2,283,,2,0,0,0,7,379,9,422,670,62.985,CONTIGUA 02
458,CENTRO,8,36,18,8,10,19,0,244,,0,0,0,1,4,348,9,357,669,53.3632,CONTIGUA 03
459,CENTRO,1,17,3,6,2,5,4,61,,0,0,0,0,1,100,7,107,161,66.4596,BASICA
460,CENTRO,4,72,17,12,12,23,4,319,,0,0,0,0,7,470,24,494,743,66.4872,BASICA
460,CENTRO,4,59,18,9,15,12,9,354,,0,0,0,1,5,486,18,504,743,67.8331,CONTIGUA 01
460,CENTRO,4,56,18,6,13,26,1,336,,0,0,0,2,10,472,18,490,742,66.0377,CONTIGUA 02
461,CENTRO,3,83,19,8,9,21,3,218,,0,0,0,0,8,372,11,383,531,72.128,BASICA
461,CENTRO,6,80,19,7,13,18,3,208,,0,0,0,1,9,364,17,381,531,71.7514,CONTIGUA 01
462,CENTRO,3,42,16,8,11,4,2,261,,0,0,0,1,4,352,15,367,596,61.5771,BASICA
462,CENTRO,4,57,31,4,10,6,2,277,,1,0,0,0,3,395,15,410,596,68.7919,CONTIGUA 01
462,CENTRO,5,42,21,4,18,11,0,289,,0,0,0,0,4,394,12,406,596,68.1208,CONTIGUA 02
462,CENTRO,7,48,28,8,8,18,7,261,,2,0,0,2,6,395,8,404,595,67.8991,CONTIGUA 03
463,CENTRO,3,37,28,11,16,20,0,293,,0,0,0,0,0,408,13,421,674,62.4629,BASICA
463,CENTRO,13,57,41,3,11,9,4,279,,0,1,0,4,12,434,19,453,673,67.3105,CONTIGUA 01
463,CENTRO,10,56,21,4,21,12,4,296,,1,0,1,0,7,433,20,453,673,67.3105,CONTIGUA 02
463,CENTRO,3,56,32,4,11,16,1,301,,0,0,0,0,7,431,10,441,673,65.5274,CONTIGUA 03
463,CENTRO,8,45,36,10,20,16,3,280,,1,0,0,0,4,423,18,441,673,65.5274,CONTIGUA 04
464,CENTRO,5,39,33,10,12,12,5,310,,1,1,0,1,5,434,14,448,697,64.2754,BASICA
464,CENTRO,4,47,32,12,11,12,5,304,,1,2,0,2,8,440,11,451,697,64.7058,CONTIGUA 01
464,CENTRO,4,31,39,14,14,10,2,323,,0,0,0,0,7,444,10,454,697,65.1362,CONTIGUA 02
464,CENTRO,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,696,0,CONTIGUA 03
464,CENTRO,10,34,27,10,10,8,7,333,,0,0,0,0,5,444,20,464,696,66.6666,CONTIGUA 04
465,CENTRO,12,36,42,6,9,15,3,372,,0,1,0,0,7,503,10,513,740,69.3243,BASICA
465,CENTRO,10,46,55,9,7,17,3,327,,0,1,0,0,3,478,10,488,739,66.0351,CONTIGUA 01
465,CENTRO,14,41,43,13,9,21,6,328,,0,0,0,1,12,488,18,506,739,68.4709,CONTIGUA 02
465,CENTRO,9,49,35,12,10,15,7,324,,2,1,0,0,9,473,12,485,739,65.6292,CONTIGUA 03
466,CENTRO,7,48,32,10,10,15,3,278,,1,0,0,0,9,413,11,424,596,71.1409,BASICA
466,CENTRO,8,34,32,13,9,14,2,279,,4,0,0,1,4,400,18,418,595,70.2521,CONTIGUA 01
466,CENTRO,14,40,29,15,9,7,2,247,,3,1,0,0,11,378,7,385,595,64.7058,CONTIGUA 02
467,CENTRO,13,50,20,18,9,15,10,300,,0,0,0,1,4,440,9,449,730,61.5068,BASICA
467,CENTRO,9,48,15,12,4,13,3,327,,0,0,0,0,5,436,16,452,730,61.9178,CONTIGUA 01
467,CENTRO,13,53,21,17,7,19,6,327,,0,0,0,0,6,469,8,477,730,65.3424,CONTIGUA 02
467,CENTRO,15,49,25,14,7,11,2,340,,2,0,0,0,6,471,14,485,730,66.4383,CONTIGUA 03
467,CENTRO,12,52,30,18,8,16,2,340,,1,1,0,0,14,494,14,508,730,69.589,CONTIGUA 04
467,CENTRO,17,46,22,9,10,14,3,324,,1,0,0,0,4,450,14,464,730,63.5616,CONTIGUA 05
467,CENTRO,13,33,14,11,6,20,5,317,,2,0,0,1,9,431,10,441,730,60.4109,CONTIGUA 06
467,CENTRO,9,52,22,3,10,17,5,302,,1,0,0,0,2,423,11,434,729,59.5336,CONTIGUA 07
467,CENTRO,16,66,21,11,6,10,2,296,,0,0,0,0,7,435,10,445,729,61.0425,CONTIGUA 08
467,CENTRO,10,44,23,13,4,17,3,315,,0,0,0,0,9,438,6,444,729,60.9053,CONTIGUA 09
467,CENTRO,11,46,28,4,8,23,3,308,,0,0,1,0,4,436,8,444,729,60.9053,CONTIGUA 10
467,CENTRO,10,66,29,3,8,5,6,292,,2,0,0,1,9,431,8,439,729,60.2194,CONTIGUA 11
468,CENTRO,4,81,36,7,12,17,4,346,,0,0,0,0,8,515,16,531,747,71.0843,BASICA
468,CENTRO,5,81,35,15,11,25,5,334,,1,0,0,2,8,522,21,543,747,72.6907,CONTIGUA 01
469,CENTRO,2,54,23,7,11,22,2,304,,2,2,0,1,10,440,14,454,713,63.6746,BASICA
469,CENTRO,5,44,13,8,19,31,4,306,,2,0,0,1,14,447,26,473,713,66.3394,CONTIGUA 01
469,CENTRO,2,61,13,7,12,21,6,382,,0,0,0,0,8,512,15,527,713,73.913,CONTIGUA 02
470,CENTRO,16,50,31,11,13,14,5,317,,1,0,0,0,1,459,19,478,694,68.876,BASICA
470,CENTRO,18,43,27,16,14,16,8,318,,1,0,0,0,0,461,10,471,694,67.8674,CONTIGUA 01
470,CENTRO,11,53,45,21,7,15,3,280,,3,1,0,0,12,451,9,460,694,66.2824,CONTIGUA 02
470,CENTRO,19,41,38,19,11,21,5,287,,2,0,1,2,10,456,11,467,694,67.291,CONTIGUA 03
470,CENTRO,19,48,44,11,10,19,7,297,,2,0,1,1,6,465,15,481,693,69.4083,CONTIGUA 04
470,CENTRO,13,51,33,17,8,21,8,287,,2,0,0,2,8,450,14,464,693,66.9552,CONTIGUA 05
470,CENTRO,14,47,31,12,9,15,5,319,,2,0,0,0,6,460,17,477,693,68.8311,CONTIGUA 06
470,CENTRO,26,43,29,11,10,19,6,355,,1,0,1,0,3,504,3,507,693,73.1601,CONTIGUA 07
471,CENTRO,17,46,18,10,7,19,4,262,,0,0,0,0,7,390,9,399,581,68.6746,BASICA
471,CENTRO,21,46,25,14,7,14,2,251,,0,0,0,0,8,388,10,398,580,68.6206,CONTIGUA 01
472,CENTRO,0,51,27,51,10,7,4,193,,0,0,0,0,2,345,20,365,600,60.8333,BASICA
472,CENTRO,4,60,26,8,11,8,5,187,,2,0,0,0,5,316,12,328,600,54.6666,CONTIGUA 01
473,CENTRO,3,22,9,12,6,3,2,82,,1,0,0,0,7,147,0,147,195,75.3846,BASICA
473,CENTRO,37,77,31,14,12,9,5,135,,0,1,0,0,6,327,13,340,537,63.3147,EXTRAORDINARIA 01
474,CENTRO,7,39,32,15,10,12,2,259,,1,0,0,1,8,386,15,401,673,59.5839,BASICA
474,CENTRO,12,41,42,17,8,11,3,258,,0,0,0,1,8,401,18,419,673,62.2585,CONTIGUA 01
474,CENTRO,10,31,23,12,8,12,0,272,,1,2,0,0,7,378,14,392,673,58.2466,CONTIGUA 02
474,CENTRO,10,40,26,8,6,11,3,263,,0,0,0,0,8,375,15,390,673,57.9494,CONTIGUA 03
474,CENTRO,58,25,68,11,0,0,2,304,,0,0,0,0,0,468,8,476,673,70.728,CONTIGUA 04
474,CENTRO,11,36,33,7,8,17,2,276,,0,4,0,0,12,406,10,416,673,61.8127,CONTIGUA 05
474,CENTRO,14,26,32,10,8,10,1,260,,0,0,1,1,8,371,0,371,673,55.1263,CONTIGUA 06
474,CENTRO,6,44,42,14,4,9,3,296,,0,0,0,0,4,422,15,437,672,65.0297,CONTIGUA 07
475,CENTRO,9,26,19,3,13,24,5,243,,1,2,0,2,4,351,16,367,563,65.1865,BASICA
475,CENTRO,4,19,9,4,11,22,1,275,,0,1,0,0,0,346,17,363,563,64.476,CONTIGUA 01
475,CENTRO,4,43,12,5,11,20,4,289,,0,0,0,0,6,394,15,409,563,72.6465,CONTIGUA 02
475,CENTRO,3,23,21,5,20,14,2,219,,0,0,0,0,6,313,19,332,562,59.0747,CONTIGUA 03
476,CENTRO,11,65,23,10,12,15,7,276,,2,1,0,1,8,431,18,449,688,65.2616,BASICA
476,CENTRO,14,59,14,6,11,12,3,320,,1,0,0,0,8,448,13,461,688,67.0058,CONTIGUA 01
476,CENTRO,7,39,20,9,13,20,4,303,,0,0,0,0,3,418,12,430,688,62.5,CONTIGUA 02
476,CENTRO,13,52,25,6,14,18,8,274,,1,0,1,0,7,419,10,429,688,62.3546,CONTIGUA 03
476,CENTRO,11,66,22,11,10,10,6,297,,1,0,0,1,7,442,6,448,688,65.1162,CONTIGUA 04
476,CENTRO,15,36,26,4,23,18,5,290,,1,0,0,1,5,424,15,439,687,63.901,CONTIGUA 05
477,CENTRO,3,38,15,14,11,14,1,304,,1,0,0,1,6,408,10,424,658,64.4376,BASICA
