SECCION ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,NUMERO DE VOTOS VALIDOS,NUMERO DE VOTOS NULOS,TOTAL DE VOTOS,LISTA NOMINAL,% PARTICIPACION CIUDADANA,CASILLA
757,HUIMANGUILLO,1,53,130,13,12,5,3,133,4,2,2,0,0,,358,29,387,569,68.014,BASICA
757,HUIMANGUILLO,2,34,101,4,2,6,3,158,2,0,2,0,1,,315,33,348,569,61.1599,CONTIGUA 01
757,HUIMANGUILLO,2,47,111,7,6,3,1,133,4,1,1,1,0,,317,35,352,569,61.8629,CONTIGUA 02
758,HUIMANGUILLO,4,54,182,0,5,4,4,133,0,2,0,0,0,,388,20,408,581,70.2237,BASICA
758,HUIMANGUILLO,0,1,51,4,0,0,3,110,2,0,0,0,0,,171,12,183,260,70.3846,EXTRAORDINARIA 01
759,HUIMANGUILLO,2,74,128,3,5,1,4,134,5,3,2,0,1,,362,38,400,632,63.2911,BASICA
759,HUIMANGUILLO,2,91,152,1,1,1,2,118,7,1,0,0,1,,377,38,416,632,65.8227,CONTIGUA 01
760,HUIMANGUILLO,2,35,141,8,6,6,3,203,5,0,0,0,0,,409,22,432,654,66.055,BASICA
760,HUIMANGUILLO,3,35,141,10,10,5,3,185,5,3,1,0,1,,402,16,418,654,63.9143,CONTIGUA 01
760,HUIMANGUILLO,2,63,32,3,4,3,1,88,0,0,0,0,1,,197,6,203,276,73.5507,EXTRAORDINARIA 01
761,HUIMANGUILLO,3,31,126,0,2,3,0,52,0,0,0,0,0,,217,15,232,309,75.0809,BASICA
762,HUIMANGUILLO,4,30,103,3,3,0,0,56,1,3,0,0,0,,203,8,211,312,67.6282,BASICA
763,HUIMANGUILLO,1,42,121,3,4,3,4,88,0,3,1,0,0,,270,23,293,434,67.5115,BASICA
763,HUIMANGUILLO,1,31,131,3,4,1,4,97,0,2,0,0,2,,276,20,296,433,68.3602,CONTIGUA 01
764,HUIMANGUILLO,2,39,105,2,1,1,4,127,1,1,1,0,2,,286,13,299,399,74.9373,BASICA
764,HUIMANGUILLO,0,33,113,1,11,4,4,119,0,5,0,0,0,,290,17,307,398,77.1356,CONTIGUA 01
765,HUIMANGUILLO,1,40,156,1,6,4,3,128,3,2,1,0,3,,348,20,368,591,62.2673,BASICA
765,HUIMANGUILLO,0,46,118,3,2,1,0,155,2,1,0,0,0,,328,26,354,591,59.8984,CONTIGUA 01
765,HUIMANGUILLO,1,38,132,3,5,5,0,165,0,1,0,3,0,,353,21,395,591,66.8358,CONTIGUA 02
765,HUIMANGUILLO,3,48,139,5,8,2,1,157,3,0,1,0,1,,368,18,386,591,65.313,CONTIGUA 03
766,HUIMANGUILLO,3,22,99,0,0,0,1,143,0,0,2,0,1,,271,0,280,438,63.9269,BASICA
766,HUIMANGUILLO,3,39,107,2,1,2,2,118,2,0,1,0,0,,277,13,290,438,66.21,CONTIGUA 01
767,HUIMANGUILLO,0,38,136,7,5,4,1,129,2,2,1,0,2,,327,23,350,551,63.5208,BASICA
767,HUIMANGUILLO,2,26,129,3,2,4,0,169,1,2,0,0,0,,338,19,357,551,64.7912,CONTIGUA 01
768,HUIMANGUILLO,2,38,103,0,5,0,3,150,2,0,0,0,1,,304,15,319,483,66.0455,BASICA
768,HUIMANGUILLO,3,32,116,3,2,3,4,140,1,1,0,0,0,,305,18,323,483,66.8737,CONTIGUA 01
769,HUIMANGUILLO,2,27,121,0,4,2,2,157,2,0,2,0,1,,320,17,337,532,63.3458,BASICA
769,HUIMANGUILLO,5,23,194,8,2,3,5,79,2,1,1,0,0,,323,28,351,506,69.3675,EXTRAORDINARIA 01
770,HUIMANGUILLO,2,60,140,3,2,4,2,139,4,3,1,0,1,,361,23,384,568,67.6056,BASICA
770,HUIMANGUILLO,0,54,116,2,6,2,0,167,2,0,0,0,2,,351,25,376,567,66.3139,CONTIGUA 01
771,HUIMANGUILLO,0,72,193,4,7,3,3,137,1,0,1,0,0,,421,24,445,613,72.5938,BASICA
771,HUIMANGUILLO,0,5,71,0,1,0,0,58,0,3,2,0,1,,141,8,149,197,75.6345,EXTRAORDINARIA 01
772,HUIMANGUILLO,6,92,165,1,10,1,3,168,3,4,1,0,0,,454,28,482,663,72.6998,BASICA
773,HUIMANGUILLO,3,84,134,4,5,4,5,147,6,2,0,0,0,,394,23,417,606,68.8118,BASICA
773,HUIMANGUILLO,3,74,142,3,7,6,3,152,3,1,0,0,2,,396,25,421,605,69.5867,CONTIGUA 01
774,HUIMANGUILLO,1,53,120,5,5,2,1,161,5,0,1,0,2,,356,35,391,557,70.1974,BASICA
774,HUIMANGUILLO,2,58,117,1,5,7,1,179,3,1,1,0,3,,378,27,405,556,72.8417,CONTIGUA 01
775,HUIMANGUILLO,0,45,125,2,0,0,0,68,0,0,0,0,0,,240,19,259,398,65.0753,BASICA
776,HUIMANGUILLO,1,18,109,0,2,0,1,66,1,1,0,0,0,,199,13,212,301,70.4318,BASICA
776,HUIMANGUILLO,3,70,68,1,4,1,2,22,0,1,0,0,0,,172,13,185,249,74.2971,EXTRAORDINARIA 01
777,HUIMANGUILLO,4,76,111,10,8,5,28,134,0,2,0,0,0,,378,36,414,616,67.2077,BASICA
777,HUIMANGUILLO,4,60,83,4,5,2,2,112,1,2,0,0,0,,275,10,285,451,63.1929,EXTRAORDINARIA 01
778,HUIMANGUILLO,4,49,124,23,11,3,0,133,6,1,2,1,4,,361,24,385,571,67.4255,BASICA
778,HUIMANGUILLO,3,28,62,0,3,0,2,6,1,19,1,0,0,,125,10,135,195,69.2307,EXTRAORDINARIA 01
779,HUIMANGUILLO,0,38,280,2,3,3,3,121,2,4,0,0,2,,458,26,486,693,70.1298,BASICA
779,HUIMANGUILLO,3,18,80,2,1,3,1,49,0,2,0,0,4,,163,21,184,263,69.9619,EXTRAORDINARIA 01
780,HUIMANGUILLO,0,96,100,5,5,7,3,93,1,0,1,0,1,,312,21,333,563,59.1474,BASICA
780,HUIMANGUILLO,0,23,72,2,2,0,0,25,0,2,0,0,0,,126,12,138,209,66.0287,EXTRAORDINARIA 01
781,JALAPA,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,652,0,BASICA
781,JALAPA,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,652,0,CONTIGUA 01
781,JALAPA,3,84,110,164,,4,13,84,3,7,1,0,0,,494,11,505,651,77.5729,CONTIGUA 02
782,JALAPA,1,66,89,128,,3,25,66,2,3,0,0,1,,388,13,401,501,80.0399,BASICA
782,JALAPA,2,79,117,111,,2,11,64,1,1,0,0,1,,401,12,413,501,82.4351,CONTIGUA 01
782,JALAPA,1,22,29,81,,0,1,32,0,1,0,0,0,,174,6,180,,,ESPECIAL MR 01
783,JALAPA,3,80,73,178,,7,6,51,4,0,1,0,0,,418,14,432,518,83.3976,BASICA
783,JALAPA,2,70,79,154,,1,11,73,3,2,0,0,0,,409,11,420,517,81.2379,CONTIGUA 01
784,JALAPA,5,55,45,39,,2,16,144,3,0,0,0,2,,312,23,335,455,73.6263,BASICA
785,JALAPA,12,46,65,91,,6,13,185,1,0,0,0,0,,420,8,428,584,73.2876,BASICA
785,JALAPA,4,50,56,67,,6,13,199,6,1,0,0,0,,405,13,418,583,71.6981,CONTIGUA 01
786,JALAPA,5,90,127,57,,3,1,166,5,2,0,0,1,,459,24,483,671,71.9821,BASICA
786,JALAPA,6,103,89,71,,9,2,174,4,0,0,0,1,,463,31,494,671,73.6214,CONTIGUA 01
787,JALAPA,1,83,24,91,,4,1,80,2,0,0,0,0,,290,9,299,350,85.4285,BASICA
787,JALAPA,2,25,17,66,,1,5,146,3,0,0,0,0,,266,12,278,349,79.6561,EXTRAORDINARIA 01
